factura_id,documento_id,cliente,tipo_canal,pais,fecha_factura,fecha_vencimiento,plazo_dias,valor_cop,dias_mora,estado,pagada
FV-96669,OC-96669,Paranice US,Internacional,Estados Unidos,2026-05-19,2026-06-03,15,5264600,0,Pagada,True
FV-96670,OC-96670,Paranice US,Internacional,Estados Unidos,2026-05-17,2026-06-01,15,5390800,0,Pagada,True
FV-96671,OC-96671,Distribuidor CR,Internacional,Costa Rica,2026-05-15,2026-06-29,45,5007590,0,Pagada,True
FV-96672,OC-96672,Éxito,Retail,Colombia,2026-05-18,2026-07-17,60,4636376,0,Pagada,True
FV-96673,OC-96673,Éxito,Retail,Colombia,2026-05-20,2026-07-19,60,4646746,0,Pagada,True
FV-96674,OC-96674,Éxito,Retail,Colombia,2026-05-17,2026-07-16,60,4628488,0,Pagada,True
FV-96675,OC-96675,Éxito,Retail,Colombia,2026-05-16,2026-07-15,60,4680168,0,Pagada,True
FV-96676,OC-96676,Carulla,Retail,Colombia,2026-05-18,2026-07-17,60,14985500,0,Pagada,True
FV-96677,OC-96677,Rappi,Marketplace,Colombia,2026-05-20,2026-06-19,30,2169043,0,Pagada,True
FV-96678,OC-96678,Rappi,Marketplace,Colombia,2026-05-17,2026-06-16,30,2222555,0,Pagada,True
FV-96679,OC-96679,Rappi,Marketplace,Colombia,2026-05-16,2026-06-15,30,2177574,0,Pagada,True
FV-96680,OC-96680,Fithub,Especializado,Colombia,2026-05-19,2026-07-03,45,6775090,0,Pagada,True
FV-96681,OC-96681,Tiendas naturistas,Especializado,Colombia,2026-05-17,2026-07-01,45,1738044,0,Pagada,True
FV-96682,OC-96682,Tiendas naturistas,Especializado,Colombia,2026-05-17,2026-07-01,45,1756476,0,Pagada,True
FV-96683,OC-96683,Tiendas naturistas,Especializado,Colombia,2026-05-18,2026-07-02,45,1774944,0,Pagada,True
FV-96684,OC-96684,Tiendas naturistas,Especializado,Colombia,2026-05-18,2026-07-02,45,1732968,0,Pagada,True
FV-96685,OC-96685,Paranice US,Internacional,Estados Unidos,2026-05-16,2026-05-31,15,3790650,0,Pagada,True
FV-96686,OC-96686,Paranice US,Internacional,Estados Unidos,2026-05-16,2026-05-31,15,3905900,0,Pagada,True
FV-96687,OC-96687,Distribuidor CR,Internacional,Costa Rica,2026-05-20,2026-07-04,45,5552225,0,Pagada,True
FV-96688,OC-96688,Éxito,Retail,Colombia,2026-05-19,2026-07-18,60,17036380,0,Pagada,True
FV-96689,OC-96689,Carulla,Retail,Colombia,2026-05-18,2026-07-17,60,3666356,0,Pagada,True
FV-96690,OC-96690,Carulla,Retail,Colombia,2026-05-21,2026-07-20,60,3615764,0,Pagada,True
FV-96691,OC-96691,Carulla,Retail,Colombia,2026-05-21,2026-07-20,60,3621816,0,Pagada,True
FV-96692,OC-96692,Rappi,Marketplace,Colombia,2026-05-18,2026-06-17,30,1292704,0,Pagada,True
FV-96693,OC-96693,Rappi,Marketplace,Colombia,2026-05-20,2026-06-19,30,1368943,0,Pagada,True
FV-96694,OC-96694,Rappi,Marketplace,Colombia,2026-05-18,2026-06-17,30,1381659,0,Pagada,True
FV-96695,OC-96695,Rappi,Marketplace,Colombia,2026-05-21,2026-06-20,30,1374788,0,Pagada,True
FV-96696,OC-96696,Rappi,Marketplace,Colombia,2026-05-19,2026-06-18,30,1388591,0,Pagada,True
FV-96697,OC-96697,Fithub,Especializado,Colombia,2026-05-19,2026-07-03,45,1219540,0,Pagada,True
FV-96698,OC-96698,Fithub,Especializado,Colombia,2026-05-19,2026-07-03,45,1370565,0,Pagada,True
FV-96699,OC-96699,Fithub,Especializado,Colombia,2026-05-18,2026-07-02,45,1269940,0,Pagada,True
FV-96700,OC-96700,Fithub,Especializado,Colombia,2026-05-21,2026-07-05,45,1258740,0,Pagada,True
FV-96701,OC-96701,Fithub,Especializado,Colombia,2026-05-21,2026-07-05,45,1298920,0,Pagada,True
FV-96702,OC-96702,Tiendas naturistas,Especializado,Colombia,2026-05-19,2026-07-03,45,7480152,0,Pagada,True
FV-96703,OC-96703,Paranice US,Internacional,Estados Unidos,2026-05-17,2026-06-01,15,9429400,0,Pagada,True
FV-96704,OC-96704,Distribuidor CR,Internacional,Costa Rica,2026-05-21,2026-07-05,45,2485035,0,Pagada,True
FV-96705,OC-96705,Distribuidor CR,Internacional,Costa Rica,2026-05-20,2026-07-04,45,2342200,0,Pagada,True
FV-96706,OC-96706,Éxito,Retail,Colombia,2026-05-19,2026-07-18,60,7946242,0,Pagada,True
FV-96707,OC-96707,Éxito,Retail,Colombia,2026-05-22,2026-07-21,60,7890992,0,Pagada,True
FV-96708,OC-96708,Éxito,Retail,Colombia,2026-05-22,2026-07-21,60,7896432,0,Pagada,True
FV-96709,OC-96709,Carulla,Retail,Colombia,2026-05-19,2026-07-18,60,3662548,0,Pagada,True
FV-96710,OC-96710,Carulla,Retail,Colombia,2026-05-20,2026-07-19,60,3633104,0,Pagada,True
FV-96711,OC-96711,Carulla,Retail,Colombia,2026-05-18,2026-07-17,60,3646466,0,Pagada,True
FV-96712,OC-96712,Rappi,Marketplace,Colombia,2026-05-18,2026-06-17,30,2998804,0,Pagada,True
FV-96713,OC-96713,Rappi,Marketplace,Colombia,2026-05-21,2026-06-20,30,3067186,0,Pagada,True
FV-96714,OC-96714,Fithub,Especializado,Colombia,2026-05-20,2026-07-04,45,6685665,0,Pagada,True
FV-96715,OC-96715,Tiendas naturistas,Especializado,Colombia,2026-05-22,2026-07-06,45,6431040,0,Pagada,True
FV-96716,OC-96716,Paranice US,Internacional,Estados Unidos,2026-05-22,2026-06-06,15,2913050,0,Pagada,True
FV-96717,OC-96717,Paranice US,Internacional,Estados Unidos,2026-05-19,2026-06-03,15,2900950,0,Pagada,True
FV-96718,OC-96718,Paranice US,Internacional,Estados Unidos,2026-05-19,2026-06-03,15,2917500,0,Pagada,True
FV-96719,OC-96719,Distribuidor CR,Internacional,Costa Rica,2026-05-18,2026-07-02,45,4499145,0,Pagada,True
FV-96720,OC-96720,Éxito,Retail,Colombia,2026-05-19,2026-07-18,60,5129716,0,Pagada,True
FV-96721,OC-96721,Éxito,Retail,Colombia,2026-05-23,2026-07-22,60,5160010,0,Pagada,True
FV-96722,OC-96722,Éxito,Retail,Colombia,2026-05-20,2026-07-19,60,5158106,0,Pagada,True
FV-96723,OC-96723,Éxito,Retail,Colombia,2026-05-23,2026-07-22,60,5136176,0,Pagada,True
FV-96724,OC-96724,Carulla,Retail,Colombia,2026-05-19,2026-07-18,60,4043484,0,Pagada,True
FV-96725,OC-96725,Carulla,Retail,Colombia,2026-05-20,2026-07-19,60,3977354,0,Pagada,True
FV-96726,OC-96726,Carulla,Retail,Colombia,2026-05-20,2026-07-19,60,3974192,0,Pagada,True
FV-96727,OC-96727,Rappi,Marketplace,Colombia,2026-05-20,2026-06-19,30,3435765,0,Pagada,True
FV-96728,OC-96728,Rappi,Marketplace,Colombia,2026-05-19,2026-06-18,30,3323123,0,Pagada,True
FV-96729,OC-96729,Fithub,Especializado,Colombia,2026-05-21,2026-07-05,45,5935055,0,Pagada,True
FV-96730,OC-96730,Tiendas naturistas,Especializado,Colombia,2026-05-22,2026-07-06,45,1924956,0,Pagada,True
FV-96731,OC-96731,Tiendas naturistas,Especializado,Colombia,2026-05-23,2026-07-07,45,1896336,0,Pagada,True
FV-96732,OC-96732,Tiendas naturistas,Especializado,Colombia,2026-05-20,2026-07-04,45,1924236,0,Pagada,True
FV-96733,OC-96733,Tiendas naturistas,Especializado,Colombia,2026-05-21,2026-07-05,45,1990224,0,Pagada,True
FV-96734,OC-96734,Paranice US,Internacional,Estados Unidos,2026-05-22,2026-06-06,15,10892000,0,Pagada,True
FV-96735,OC-96735,Distribuidor CR,Internacional,Costa Rica,2026-05-19,2026-07-03,45,889035,0,Pagada,True
FV-96736,OC-96736,Distribuidor CR,Internacional,Costa Rica,2026-05-23,2026-07-07,45,905415,0,Pagada,True
FV-96737,OC-96737,Distribuidor CR,Internacional,Costa Rica,2026-05-23,2026-07-07,45,962255,0,Pagada,True
FV-96738,OC-96738,Distribuidor CR,Internacional,Costa Rica,2026-05-21,2026-07-05,45,957880,0,Pagada,True
FV-96739,OC-96739,Distribuidor CR,Internacional,Costa Rica,2026-05-23,2026-07-07,45,894355,0,Pagada,True
FV-96740,OC-96740,Éxito,Retail,Colombia,2026-05-21,2026-07-20,60,23748660,0,Pagada,True
FV-96741,OC-96741,Carulla,Retail,Colombia,2026-05-23,2026-07-22,60,1629144,0,Pagada,True
FV-96742,OC-96742,Carulla,Retail,Colombia,2026-05-23,2026-07-22,60,1726656,0,Pagada,True
FV-96743,OC-96743,Carulla,Retail,Colombia,2026-05-22,2026-07-21,60,1710642,0,Pagada,True
FV-96744,OC-96744,Carulla,Retail,Colombia,2026-05-24,2026-07-23,60,1644036,0,Pagada,True
FV-96745,OC-96745,Carulla,Retail,Colombia,2026-05-24,2026-07-23,60,1633632,0,Pagada,True
FV-96746,OC-96746,Carulla,Retail,Colombia,2026-05-20,2026-07-19,60,1666476,0,Pagada,True
FV-96747,OC-96747,Carulla,Retail,Colombia,2026-05-20,2026-07-19,60,1646824,0,Pagada,True
FV-96748,OC-96748,Rappi,Marketplace,Colombia,2026-05-21,2026-06-20,30,1441457,0,Pagada,True
FV-96749,OC-96749,Rappi,Marketplace,Colombia,2026-05-21,2026-06-20,30,1332003,0,Pagada,True
FV-96750,OC-96750,Rappi,Marketplace,Colombia,2026-05-20,2026-06-19,30,1336684,0,Pagada,True
FV-96751,OC-96751,Rappi,Marketplace,Colombia,2026-05-21,2026-06-20,30,1371907,0,Pagada,True
FV-96752,OC-96752,Fithub,Especializado,Colombia,2026-05-24,2026-07-08,45,6133785,0,Pagada,True
FV-96753,OC-96753,Tiendas naturistas,Especializado,Colombia,2026-05-20,2026-07-04,45,7536384,0,Pagada,True
FV-96754,OC-96754,Paranice US,Internacional,Estados Unidos,2026-05-20,2026-06-04,15,10301700,0,Pagada,True
FV-96755,OC-96755,Distribuidor CR,Internacional,Costa Rica,2026-05-20,2026-07-04,45,5297635,0,Pagada,True
FV-96756,OC-96756,Éxito,Retail,Colombia,2026-05-22,2026-07-21,60,5232736,0,Pagada,True
FV-96757,OC-96757,Éxito,Retail,Colombia,2026-05-24,2026-07-23,60,5113056,0,Pagada,True
FV-96758,OC-96758,Éxito,Retail,Colombia,2026-05-23,2026-07-22,60,5131960,0,Pagada,True
FV-96759,OC-96759,Éxito,Retail,Colombia,2026-05-23,2026-07-22,60,5138454,0,Pagada,True
FV-96760,OC-96760,Carulla,Retail,Colombia,2026-05-22,2026-07-21,60,13811446,0,Pagada,True
FV-96761,OC-96761,Rappi,Marketplace,Colombia,2026-05-21,2026-06-20,30,3188706,0,Pagada,True
FV-96762,OC-96762,Rappi,Marketplace,Colombia,2026-05-21,2026-06-20,30,3140720,0,Pagada,True
FV-96763,OC-96763,Fithub,Especializado,Colombia,2026-05-25,2026-07-09,45,6641635,0,Pagada,True
FV-96764,OC-96764,Tiendas naturistas,Especializado,Colombia,2026-05-24,2026-07-08,45,7094052,0,Pagada,True
FV-96765,OC-96765,Paranice US,Internacional,Estados Unidos,2026-05-25,2026-06-09,15,3277600,0,Pagada,True
FV-96766,OC-96766,Paranice US,Internacional,Estados Unidos,2026-05-23,2026-06-07,15,3275250,0,Pagada,True
FV-96767,OC-96767,Paranice US,Internacional,Estados Unidos,2026-05-24,2026-06-08,15,3238050,0,Pagada,True
FV-96768,OC-96768,Distribuidor CR,Internacional,Costa Rica,2026-05-24,2026-07-08,45,1311380,0,Pagada,True
FV-96769,OC-96769,Distribuidor CR,Internacional,Costa Rica,2026-05-24,2026-07-08,45,1297975,0,Pagada,True
FV-96770,OC-96770,Distribuidor CR,Internacional,Costa Rica,2026-05-21,2026-07-05,45,1358210,0,Pagada,True
FV-96771,OC-96771,Éxito,Retail,Colombia,2026-05-24,2026-07-23,60,23378366,0,Pagada,True
FV-96772,OC-96772,Carulla,Retail,Colombia,2026-05-26,2026-07-25,60,12555996,0,Pagada,True
FV-96773,OC-96773,Rappi,Marketplace,Colombia,2026-05-26,2026-06-25,30,1773832,0,Pagada,True
FV-96774,OC-96774,Rappi,Marketplace,Colombia,2026-05-22,2026-06-21,30,1767150,0,Pagada,True
FV-96775,OC-96775,Rappi,Marketplace,Colombia,2026-05-23,2026-06-22,30,1743240,0,Pagada,True
FV-96776,OC-96776,Rappi,Marketplace,Colombia,2026-05-26,2026-06-25,30,1749216,0,Pagada,True
FV-96777,OC-96777,Fithub,Especializado,Colombia,2026-05-23,2026-07-07,45,1932000,0,Pagada,True
FV-96778,OC-96778,Fithub,Especializado,Colombia,2026-05-22,2026-07-06,45,1960560,0,Pagada,True
FV-96779,OC-96779,Fithub,Especializado,Colombia,2026-05-24,2026-07-08,45,1869700,0,Pagada,True
FV-96780,OC-96780,Tiendas naturistas,Especializado,Colombia,2026-05-26,2026-07-10,45,2209356,0,Pagada,True
FV-96781,OC-96781,Tiendas naturistas,Especializado,Colombia,2026-05-26,2026-07-10,45,2223576,0,Pagada,True
FV-96782,OC-96782,Tiendas naturistas,Especializado,Colombia,2026-05-25,2026-07-09,45,2223288,0,Pagada,True
FV-96783,OC-96783,Paranice US,Internacional,Estados Unidos,2026-05-25,2026-06-09,15,4762600,0,Pagada,True
FV-96784,OC-96784,Paranice US,Internacional,Estados Unidos,2026-05-22,2026-06-06,15,4551900,0,Pagada,True
FV-96785,OC-96785,Distribuidor CR,Internacional,Costa Rica,2026-05-23,2026-07-07,45,4629310,0,Pagada,True
FV-96786,OC-96786,Éxito,Retail,Colombia,2026-05-24,2026-07-23,60,8582280,0,Pagada,True
FV-96787,OC-96787,Éxito,Retail,Colombia,2026-05-23,2026-07-22,60,8613832,0,Pagada,True
FV-96788,OC-96788,Carulla,Retail,Colombia,2026-05-26,2026-07-25,60,6651726,37,Vencida 31-60,False
FV-96789,OC-96789,Carulla,Retail,Colombia,2026-05-24,2026-07-23,60,6658696,0,Pagada,True
FV-96790,OC-96790,Rappi,Marketplace,Colombia,2026-05-26,2026-06-25,30,2283453,0,Pagada,True
FV-96791,OC-96791,Rappi,Marketplace,Colombia,2026-05-25,2026-06-24,30,2256834,0,Pagada,True
FV-96792,OC-96792,Rappi,Marketplace,Colombia,2026-05-27,2026-06-26,30,2264364,0,Pagada,True
FV-96793,OC-96793,Fithub,Especializado,Colombia,2026-05-25,2026-07-09,45,2547510,0,Pagada,True
FV-96794,OC-96794,Fithub,Especializado,Colombia,2026-05-26,2026-07-10,45,2550450,0,Pagada,True
FV-96795,OC-96795,Tiendas naturistas,Especializado,Colombia,2026-05-23,2026-07-07,45,2054304,0,Pagada,True
FV-96796,OC-96796,Tiendas naturistas,Especializado,Colombia,2026-05-27,2026-07-11,45,2088504,0,Pagada,True
FV-96797,OC-96797,Tiendas naturistas,Especializado,Colombia,2026-05-27,2026-07-11,45,2045376,0,Pagada,True
FV-96798,OC-96798,Paranice US,Internacional,Estados Unidos,2026-05-23,2026-06-07,15,2831550,0,Pagada,True
FV-96799,OC-96799,Paranice US,Internacional,Estados Unidos,2026-05-26,2026-06-10,15,2710350,0,Pagada,True
FV-96800,OC-96800,Paranice US,Internacional,Estados Unidos,2026-05-24,2026-06-08,15,2675900,0,Pagada,True
FV-96801,OC-96801,Paranice US,Internacional,Estados Unidos,2026-05-25,2026-06-09,15,2716400,0,Pagada,True
FV-96802,OC-96802,Distribuidor CR,Internacional,Costa Rica,2026-05-26,2026-07-10,45,2642955,0,Pagada,True
FV-96803,OC-96803,Distribuidor CR,Internacional,Costa Rica,2026-05-23,2026-07-07,45,2718240,0,Pagada,True
FV-96804,OC-96804,Éxito,Retail,Colombia,2026-05-24,2026-07-23,60,11413936,0,Pagada,True
FV-96805,OC-96805,Éxito,Retail,Colombia,2026-05-25,2026-07-24,60,11435458,38,Vencida 31-60,False
FV-96806,OC-96806,Carulla,Retail,Colombia,2026-05-28,2026-07-27,60,6955652,0,Pagada,True
FV-96807,OC-96807,Carulla,Retail,Colombia,2026-05-28,2026-07-27,60,7045344,0,Pagada,True
FV-96808,OC-96808,Rappi,Marketplace,Colombia,2026-05-27,2026-06-26,30,7351314,0,Pagada,True
FV-96809,OC-96809,Fithub,Especializado,Colombia,2026-05-25,2026-07-09,45,3097395,0,Pagada,True
FV-96810,OC-96810,Fithub,Especializado,Colombia,2026-05-28,2026-07-12,45,3073630,0,Pagada,True
FV-96811,OC-96811,Tiendas naturistas,Especializado,Colombia,2026-05-24,2026-07-08,45,1919988,0,Pagada,True
FV-96812,OC-96812,Tiendas naturistas,Especializado,Colombia,2026-05-26,2026-07-10,45,1930608,0,Pagada,True
FV-96813,OC-96813,Tiendas naturistas,Especializado,Colombia,2026-05-26,2026-07-10,45,1911096,0,Pagada,True
FV-96814,OC-96814,Paranice US,Internacional,Estados Unidos,2026-05-27,2026-06-11,15,4473400,0,Pagada,True
FV-96815,OC-96815,Paranice US,Internacional,Estados Unidos,2026-05-27,2026-06-11,15,4461450,0,Pagada,True
FV-96816,OC-96816,Distribuidor CR,Internacional,Costa Rica,2026-05-26,2026-07-10,45,1353030,0,Pagada,True
FV-96817,OC-96817,Distribuidor CR,Internacional,Costa Rica,2026-05-24,2026-07-08,45,1390235,0,Pagada,True
FV-96818,OC-96818,Distribuidor CR,Internacional,Costa Rica,2026-05-25,2026-07-09,45,1332870,0,Pagada,True
FV-96819,OC-96819,Distribuidor CR,Internacional,Costa Rica,2026-05-26,2026-07-10,45,1402450,0,Pagada,True
FV-96820,OC-96820,Éxito,Retail,Colombia,2026-05-27,2026-07-26,60,19128706,0,Pagada,True
FV-96821,OC-96821,Carulla,Retail,Colombia,2026-05-27,2026-07-26,60,7229488,0,Pagada,True
FV-96822,OC-96822,Carulla,Retail,Colombia,2026-05-28,2026-07-27,60,7245264,0,Pagada,True
FV-96823,OC-96823,Rappi,Marketplace,Colombia,2026-05-26,2026-06-25,30,2577357,0,Pagada,True
FV-96824,OC-96824,Rappi,Marketplace,Colombia,2026-05-26,2026-06-25,30,2621334,0,Pagada,True
FV-96825,OC-96825,Rappi,Marketplace,Colombia,2026-05-28,2026-06-27,30,2554918,0,Pagada,True
FV-96826,OC-96826,Fithub,Especializado,Colombia,2026-05-27,2026-07-11,45,2746730,0,Pagada,True
FV-96827,OC-96827,Fithub,Especializado,Colombia,2026-05-27,2026-07-11,45,2680125,0,Pagada,True
FV-96828,OC-96828,Tiendas naturistas,Especializado,Colombia,2026-05-26,2026-07-10,45,2839212,0,Pagada,True
FV-96829,OC-96829,Tiendas naturistas,Especializado,Colombia,2026-05-28,2026-07-12,45,2925180,0,Pagada,True
FV-96830,OC-96830,Paranice US,Internacional,Estados Unidos,2026-05-28,2026-06-12,15,4466800,0,Pagada,True
FV-96831,OC-96831,Paranice US,Internacional,Estados Unidos,2026-05-27,2026-06-11,15,4540600,0,Pagada,True
FV-96832,OC-96832,Distribuidor CR,Internacional,Costa Rica,2026-05-25,2026-07-09,45,1889510,0,Pagada,True
FV-96833,OC-96833,Distribuidor CR,Internacional,Costa Rica,2026-05-28,2026-07-12,45,1885170,0,Pagada,True
FV-96834,OC-96834,Distribuidor CR,Internacional,Costa Rica,2026-05-26,2026-07-10,45,1939000,0,Pagada,True
FV-96835,OC-96835,Éxito,Retail,Colombia,2026-05-26,2026-07-25,60,10697624,0,Pagada,True
FV-96836,OC-96836,Éxito,Retail,Colombia,2026-05-26,2026-07-25,60,10695550,0,Pagada,True
FV-96837,OC-96837,Carulla,Retail,Colombia,2026-05-29,2026-07-28,60,14747262,0,Pagada,True
FV-96838,OC-96838,Rappi,Marketplace,Colombia,2026-05-30,2026-06-29,30,7329600,0,Pagada,True
FV-96839,OC-96839,Fithub,Especializado,Colombia,2026-05-30,2026-07-14,45,1060080,0,Pagada,True
FV-96840,OC-96840,Fithub,Especializado,Colombia,2026-05-30,2026-07-14,45,964110,0,Pagada,True
FV-96841,OC-96841,Fithub,Especializado,Colombia,2026-05-28,2026-07-12,45,1033970,0,Pagada,True
FV-96842,OC-96842,Fithub,Especializado,Colombia,2026-05-26,2026-07-10,45,996415,0,Pagada,True
FV-96843,OC-96843,Fithub,Especializado,Colombia,2026-05-28,2026-07-12,45,1073310,0,Pagada,True
FV-96844,OC-96844,Tiendas naturistas,Especializado,Colombia,2026-05-27,2026-07-11,45,5929380,0,Pagada,True
FV-96845,OC-96845,Paranice US,Internacional,Estados Unidos,2026-05-27,2026-06-11,15,9408750,0,Pagada,True
FV-96846,OC-96846,Distribuidor CR,Internacional,Costa Rica,2026-05-28,2026-07-12,45,1068095,0,Pagada,True
FV-96847,OC-96847,Distribuidor CR,Internacional,Costa Rica,2026-05-29,2026-07-13,45,1090740,0,Pagada,True
FV-96848,OC-96848,Distribuidor CR,Internacional,Costa Rica,2026-05-27,2026-07-11,45,1102745,0,Pagada,True
FV-96849,OC-96849,Distribuidor CR,Internacional,Costa Rica,2026-05-26,2026-07-10,45,1105020,0,Pagada,True
FV-96850,OC-96850,Éxito,Retail,Colombia,2026-05-31,2026-07-30,60,5587934,0,Pagada,True
FV-96851,OC-96851,Éxito,Retail,Colombia,2026-05-28,2026-07-27,60,5574198,0,Pagada,True
FV-96852,OC-96852,Éxito,Retail,Colombia,2026-05-28,2026-07-27,60,5585010,0,Pagada,True
FV-96853,OC-96853,Éxito,Retail,Colombia,2026-05-27,2026-07-26,60,5568214,0,Pagada,True
FV-96854,OC-96854,Carulla,Retail,Colombia,2026-05-31,2026-07-30,60,5491374,0,Pagada,True
FV-96855,OC-96855,Carulla,Retail,Colombia,2026-05-28,2026-07-27,60,5400424,0,Pagada,True
FV-96856,OC-96856,Rappi,Marketplace,Colombia,2026-05-30,2026-06-29,30,7552366,0,Pagada,True
FV-96857,OC-96857,Fithub,Especializado,Colombia,2026-05-31,2026-07-15,45,1785595,0,Pagada,True
FV-96858,OC-96858,Fithub,Especializado,Colombia,2026-05-28,2026-07-12,45,1817970,0,Pagada,True
FV-96859,OC-96859,Fithub,Especializado,Colombia,2026-05-28,2026-07-12,45,1776670,0,Pagada,True
FV-96860,OC-96860,Tiendas naturistas,Especializado,Colombia,2026-05-27,2026-07-11,45,7363476,0,Pagada,True
FV-96861,OC-96861,Paranice US,Internacional,Estados Unidos,2026-05-29,2026-06-13,15,5700200,0,Pagada,True
FV-96862,OC-96862,Paranice US,Internacional,Estados Unidos,2026-05-29,2026-06-13,15,5769050,0,Pagada,True
FV-96863,OC-96863,Distribuidor CR,Internacional,Costa Rica,2026-05-31,2026-07-15,45,1556800,0,Pagada,True
FV-96864,OC-96864,Distribuidor CR,Internacional,Costa Rica,2026-05-27,2026-07-11,45,1533665,0,Pagada,True
FV-96865,OC-96865,Distribuidor CR,Internacional,Costa Rica,2026-05-30,2026-07-14,45,1487570,0,Pagada,True
FV-96866,OC-96866,Éxito,Retail,Colombia,2026-05-31,2026-07-30,60,4657728,0,Pagada,True
FV-96867,OC-96867,Éxito,Retail,Colombia,2026-06-01,2026-07-31,60,4658612,0,Pagada,True
FV-96868,OC-96868,Éxito,Retail,Colombia,2026-05-30,2026-07-29,60,4632874,0,Pagada,True
FV-96869,OC-96869,Éxito,Retail,Colombia,2026-06-01,2026-07-31,60,4623524,0,Pagada,True
FV-96870,OC-96870,Carulla,Retail,Colombia,2026-05-30,2026-07-29,60,2834988,0,Pagada,True
FV-96871,OC-96871,Carulla,Retail,Colombia,2026-05-28,2026-07-27,60,2809930,0,Pagada,True
FV-96872,OC-96872,Carulla,Retail,Colombia,2026-06-01,2026-07-31,60,2789530,0,Pagada,True
FV-96873,OC-96873,Carulla,Retail,Colombia,2026-06-01,2026-07-31,60,2829106,0,Pagada,True
FV-96874,OC-96874,Rappi,Marketplace,Colombia,2026-05-30,2026-06-29,30,1710418,0,Pagada,True
FV-96875,OC-96875,Rappi,Marketplace,Colombia,2026-05-28,2026-06-27,30,1681735,0,Pagada,True
FV-96876,OC-96876,Rappi,Marketplace,Colombia,2026-06-01,2026-07-01,30,1798883,0,Pagada,True
FV-96877,OC-96877,Fithub,Especializado,Colombia,2026-05-29,2026-07-13,45,1602545,0,Pagada,True
FV-96878,OC-96878,Fithub,Especializado,Colombia,2026-05-28,2026-07-12,45,1670060,0,Pagada,True
FV-96879,OC-96879,Fithub,Especializado,Colombia,2026-05-30,2026-07-14,45,1653995,0,Pagada,True
FV-96880,OC-96880,Fithub,Especializado,Colombia,2026-05-29,2026-07-13,45,1729140,0,Pagada,True
FV-96881,OC-96881,Tiendas naturistas,Especializado,Colombia,2026-05-28,2026-07-12,45,2891412,0,Pagada,True
FV-96882,OC-96882,Tiendas naturistas,Especializado,Colombia,2026-05-31,2026-07-15,45,2852100,0,Pagada,True
FV-96883,OC-96883,Paranice US,Internacional,Estados Unidos,2026-05-28,2026-06-12,15,5830150,0,Pagada,True
FV-96884,OC-96884,Paranice US,Internacional,Estados Unidos,2026-05-29,2026-06-13,15,5835650,0,Pagada,True
FV-96885,OC-96885,Distribuidor CR,Internacional,Costa Rica,2026-05-31,2026-07-15,45,2211685,0,Pagada,True
FV-96886,OC-96886,Distribuidor CR,Internacional,Costa Rica,2026-05-29,2026-07-13,45,2093315,0,Pagada,True
FV-96887,OC-96887,Éxito,Retail,Colombia,2026-06-02,2026-08-01,60,21633418,0,Pagada,True
FV-96888,OC-96888,Carulla,Retail,Colombia,2026-05-31,2026-07-30,60,12867980,0,Pagada,True
FV-96889,OC-96889,Rappi,Marketplace,Colombia,2026-06-02,2026-07-02,30,6983982,0,Pagada,True
FV-96890,OC-96890,Fithub,Especializado,Colombia,2026-05-31,2026-07-15,45,3083010,0,Pagada,True
FV-96891,OC-96891,Fithub,Especializado,Colombia,2026-06-02,2026-07-17,45,3122315,0,Pagada,True
FV-96892,OC-96892,Tiendas naturistas,Especializado,Colombia,2026-06-01,2026-07-16,45,3053124,0,Pagada,True
FV-96893,OC-96893,Tiendas naturistas,Especializado,Colombia,2026-05-30,2026-07-14,45,2994408,0,Pagada,True
FV-96894,OC-96894,Paranice US,Internacional,Estados Unidos,2026-06-01,2026-06-16,15,3876800,0,Pagada,True
FV-96895,OC-96895,Paranice US,Internacional,Estados Unidos,2026-06-02,2026-06-17,15,3959350,0,Pagada,True
FV-96896,OC-96896,Paranice US,Internacional,Estados Unidos,2026-05-31,2026-06-15,15,4030650,0,Pagada,True
FV-96897,OC-96897,Distribuidor CR,Internacional,Costa Rica,2026-05-30,2026-07-14,45,4464390,0,Pagada,True
FV-96898,OC-96898,Éxito,Retail,Colombia,2026-06-03,2026-08-02,60,3805824,0,Pagada,True
FV-96899,OC-96899,Éxito,Retail,Colombia,2026-05-30,2026-07-29,60,3720586,33,Vencida 31-60,False
FV-96900,OC-96900,Éxito,Retail,Colombia,2026-05-30,2026-07-29,60,3782738,0,Pagada,True
FV-96901,OC-96901,Éxito,Retail,Colombia,2026-06-02,2026-08-01,60,3790796,0,Pagada,True
FV-96902,OC-96902,Éxito,Retail,Colombia,2026-06-01,2026-07-31,60,3722150,31,Vencida 31-60,False
FV-96903,OC-96903,Carulla,Retail,Colombia,2026-06-03,2026-08-02,60,2690250,0,Pagada,True
FV-96904,OC-96904,Carulla,Retail,Colombia,2026-05-31,2026-07-30,60,2579784,0,Pagada,True
FV-96905,OC-96905,Carulla,Retail,Colombia,2026-05-30,2026-07-29,60,2672740,0,Pagada,True
FV-96906,OC-96906,Carulla,Retail,Colombia,2026-06-03,2026-08-02,60,2704224,0,Pagada,True
FV-96907,OC-96907,Rappi,Marketplace,Colombia,2026-06-01,2026-07-01,30,5244911,0,Pagada,True
FV-96908,OC-96908,Fithub,Especializado,Colombia,2026-05-30,2026-07-14,45,1242885,0,Pagada,True
