mes,cadena,ciudad,sku,producto,categoria,pdv_activos,unidades_sell_in,unidades_sell_out,valor_sell_out_cop,rotacion_und_pdv_mes,dias_sin_stock,inventario_cadena_und
2026-02,Tiendas naturistas,Cartagena,ESP-PB,Peanutty Banana Shake,Esparcibles,4,10,7,401450,1.75,6,3
2026-02,Tiendas naturistas,Cartagena,GRA-CHI,Chip Cookie,GranOLAS,4,8,7,313600,1.75,2,1
2026-02,Tiendas naturistas,Cartagena,GRA-PIS,Pistachio Cookie,GranOLAS,4,33,24,1273200,6.0,5,9
2026-02,Tiendas naturistas,Cartagena,MER-NYR,New Year Resolution,Merch,4,11,9,1062000,2.25,3,2
2026-02,Tiendas naturistas,Cartagena,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,4,75,63,3099600,15.75,3,12
2026-02,Tiendas naturistas,Cartagena,PAN-ALM-VAN,Almendra Vainilla,Pancakes & Waffles,4,16,15,738000,3.75,6,1
2026-02,Tiendas naturistas,Cartagena,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,4,39,33,1280400,8.25,0,6
2026-02,Tiendas naturistas,Cartagena,PAN-AVE-BRO,Avena Brownie,Pancakes & Waffles,4,7,6,232800,1.5,0,1
2026-02,Tiendas naturistas,Manizales,AVE-HOJ,Avena en Hojuelas,Avena & Harinas,1,12,9,333000,9.0,0,3
2026-02,Tiendas naturistas,Manizales,COM-ROMP,Rompecabezas,Combos,1,1,0,0,0.0,2,1
2026-02,Tiendas naturistas,Manizales,COM-WAF,Mini Wafflera,Combos,1,1,0,0,0.0,9,1
2026-02,Tiendas naturistas,Manizales,ESP-BABY,Baby Spreads,Esparcibles,1,54,43,989000,43.0,2,11
2026-02,Tiendas naturistas,Manizales,ESP-CRU,Crunchy Cocoa Hazelnut,Esparcibles,1,13,11,630850,11.0,0,2
2026-02,Tiendas naturistas,Manizales,ESP-PB,Peanutty Banana Shake,Esparcibles,1,3,2,114700,2.0,5,1
2026-02,Tiendas naturistas,Manizales,GRA-FUD,Fudge Cake,GranOLAS,1,11,10,448000,10.0,0,1
2026-02,Tiendas naturistas,Manizales,GRA-PIS,Pistachio Cookie,GranOLAS,1,1,0,0,0.0,5,1
2026-02,Tiendas naturistas,Manizales,GRA-VAN,Vanilla Shortbread,GranOLAS,1,32,28,1254400,28.0,5,4
2026-02,Tiendas naturistas,Manizales,HAR-ALM,Harina de Almendra,Avena & Harinas,1,27,24,981600,24.0,2,3
2026-02,Tiendas naturistas,Manizales,HAR-AVE,Harina de Avena,Avena & Harinas,1,32,30,1110000,30.0,3,2
2026-02,Tiendas naturistas,Manizales,MER-NYR,New Year Resolution,Merch,1,3,2,236000,2.0,2,1
2026-02,Tiendas naturistas,Manizales,PAN-ALM-CHU,Almendra Churro,Pancakes & Waffles,1,2,1,49200,1.0,0,1
2026-02,Tiendas naturistas,Manizales,PAN-ALM-VAN,Almendra Vainilla,Pancakes & Waffles,1,22,16,787200,16.0,5,6
2026-02,Tiendas naturistas,Manizales,PAN-AVE-BRO,Avena Brownie,Pancakes & Waffles,1,30,23,892400,23.0,0,7
2026-02,Tiendas naturistas,Medellín,AVE-HOJ,Avena en Hojuelas,Avena & Harinas,13,145,146,5402000,11.23,9,0
2026-02,Tiendas naturistas,Medellín,COM-3GRA,Three Pack GranOLA,Combos,13,3,3,342600,0.23,1,0
2026-02,Tiendas naturistas,Medellín,COM-3MEZ,Three Pack Mezclas,Combos,13,12,9,1008900,0.69,1,3
2026-02,Tiendas naturistas,Medellín,COM-3SPR,Three Pack Spread,Combos,13,4,3,455850,0.23,1,1
2026-02,Tiendas naturistas,Medellín,COM-DECK,Deck de Cartas,Combos,13,45,33,3894000,2.54,9,12
2026-02,Tiendas naturistas,Medellín,COM-MIX,Perfect Mix & Match,Combos,13,7,5,408500,0.38,6,2
2026-02,Tiendas naturistas,Medellín,COM-ROMP,Rompecabezas,Combos,13,5,4,472000,0.31,0,1
2026-02,Tiendas naturistas,Medellín,COM-WAF,Mini Wafflera,Combos,13,2,1,118000,0.08,4,1
2026-02,Tiendas naturistas,Medellín,ESP-CIN,Golden Cinnamon Roll,Esparcibles,13,18,16,917600,1.23,0,2
2026-02,Tiendas naturistas,Medellín,ESP-CRE,Creamy Cocoa Hazelnut,Esparcibles,13,27,23,1319050,1.77,7,4
2026-02,Tiendas naturistas,Medellín,ESP-CRU,Crunchy Cocoa Hazelnut,Esparcibles,13,11,9,516150,0.69,1,2
2026-02,Tiendas naturistas,Medellín,ESP-PB,Peanutty Banana Shake,Esparcibles,13,62,46,2638100,3.54,0,16
2026-02,Tiendas naturistas,Medellín,ESP-PIS,Buttery Pistachio Cookie,Esparcibles,13,91,74,5546300,5.69,7,17
2026-02,Tiendas naturistas,Medellín,GRA-CHI,Chip Cookie,GranOLAS,13,10,9,403200,0.69,0,1
2026-02,Tiendas naturistas,Medellín,GRA-FUD,Fudge Cake,GranOLAS,13,23,18,806400,1.38,3,5
2026-02,Tiendas naturistas,Medellín,GRA-PIS,Pistachio Cookie,GranOLAS,13,31,26,1379300,2.0,6,5
2026-02,Tiendas naturistas,Medellín,GRA-VAN,Vanilla Shortbread,GranOLAS,13,57,47,2105600,3.62,3,10
2026-02,Tiendas naturistas,Medellín,HAR-ALM,Harina de Almendra,Avena & Harinas,13,1,0,0,0.0,0,1
2026-02,Tiendas naturistas,Medellín,HAR-AVE,Harina de Avena,Avena & Harinas,13,11,10,370000,0.77,0,1
2026-02,Tiendas naturistas,Medellín,MER-NYR,New Year Resolution,Merch,13,15,13,1534000,1.0,1,2
2026-02,Tiendas naturistas,Medellín,PAN-ALM-CHU,Almendra Churro,Pancakes & Waffles,13,22,18,885600,1.38,6,4
2026-02,Tiendas naturistas,Medellín,PAN-ALM-VAN,Almendra Vainilla,Pancakes & Waffles,13,26,23,1131600,1.77,1,3
2026-02,Tiendas naturistas,Medellín,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,13,5,3,116400,0.23,3,2
2026-02,Tiendas naturistas,Medellín,PAN-AVE-BRO,Avena Brownie,Pancakes & Waffles,13,6,4,155200,0.31,6,2
2026-02,Tiendas naturistas,Medellín,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,13,35,30,1164000,2.31,3,5
2026-02,Tiendas naturistas,Pereira,AVE-HOJ,Avena en Hojuelas,Avena & Harinas,4,72,73,2701000,18.25,5,0
2026-02,Tiendas naturistas,Pereira,COM-3GRA,Three Pack GranOLA,Combos,4,1,0,0,0.0,5,1
2026-02,Tiendas naturistas,Pereira,COM-3MEZ,Three Pack Mezclas,Combos,4,8,6,672600,1.5,4,2
2026-02,Tiendas naturistas,Pereira,COM-3SPR,Three Pack Spread,Combos,4,1,0,0,0.0,5,1
2026-02,Tiendas naturistas,Pereira,COM-DECK,Deck de Cartas,Combos,4,2,1,118000,0.25,2,1
2026-02,Tiendas naturistas,Pereira,COM-MIX,Perfect Mix & Match,Combos,4,5,3,245100,0.75,4,2
2026-02,Tiendas naturistas,Pereira,COM-ROMP,Rompecabezas,Combos,4,29,22,2596000,5.5,6,7
2026-02,Tiendas naturistas,Pereira,COM-WAF,Mini Wafflera,Combos,4,2,1,118000,0.25,0,1
2026-02,Tiendas naturistas,Pereira,ESP-BABY,Baby Spreads,Esparcibles,4,4,3,69000,0.75,0,1
2026-02,Tiendas naturistas,Pereira,ESP-CIN,Golden Cinnamon Roll,Esparcibles,4,27,25,1433750,6.25,0,2
2026-02,Tiendas naturistas,Pereira,ESP-CRE,Creamy Cocoa Hazelnut,Esparcibles,4,1,0,0,0.0,4,1
2026-02,Tiendas naturistas,Pereira,ESP-CRU,Crunchy Cocoa Hazelnut,Esparcibles,4,18,16,917600,4.0,3,2
2026-02,Tiendas naturistas,Pereira,ESP-PIS,Buttery Pistachio Cookie,Esparcibles,4,1,0,0,0.0,0,1
2026-02,Tiendas naturistas,Pereira,GRA-CHI,Chip Cookie,GranOLAS,4,16,14,627200,3.5,7,2
2026-02,Tiendas naturistas,Pereira,GRA-FUD,Fudge Cake,GranOLAS,4,20,19,851200,4.75,0,1
2026-02,Tiendas naturistas,Pereira,GRA-PIS,Pistachio Cookie,GranOLAS,4,5,4,212200,1.0,2,1
2026-02,Tiendas naturistas,Pereira,GRA-VAN,Vanilla Shortbread,GranOLAS,4,34,29,1299200,7.25,3,5
2026-02,Tiendas naturistas,Pereira,HAR-ALM,Harina de Almendra,Avena & Harinas,4,22,17,695300,4.25,1,5
2026-02,Tiendas naturistas,Pereira,HAR-AVE,Harina de Avena,Avena & Harinas,4,29,28,1036000,7.0,0,1
2026-02,Tiendas naturistas,Pereira,MER-NYR,New Year Resolution,Merch,4,6,4,472000,1.0,3,2
2026-02,Tiendas naturistas,Pereira,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,4,23,18,885600,4.5,2,5
2026-02,Tiendas naturistas,Pereira,PAN-ALM-CHU,Almendra Churro,Pancakes & Waffles,4,1,0,0,0.0,2,1
2026-02,Tiendas naturistas,Pereira,PAN-AVE-BRO,Avena Brownie,Pancakes & Waffles,4,9,7,271600,1.75,6,2
2026-02,Éxito,Barranquilla,COM-3SPR,Three Pack Spread,Combos,5,38,27,3859650,5.4,2,11
2026-02,Éxito,Barranquilla,ESP-BABY,Baby Spreads,Esparcibles,5,148,125,2706250,25.0,0,23
2026-02,Éxito,Barranquilla,ESP-CRE,Creamy Cocoa Hazelnut,Esparcibles,5,98,94,5071300,18.8,3,4
2026-02,Éxito,Barranquilla,ESP-PB,Peanutty Banana Shake,Esparcibles,5,10,9,485550,1.8,3,1
2026-02,Éxito,Barranquilla,GRA-FUD,Fudge Cake,GranOLAS,5,133,118,4967800,23.6,4,15
2026-02,Éxito,Barranquilla,GRA-PIS,Pistachio Cookie,GranOLAS,5,116,113,5638700,22.6,0,3
2026-02,Éxito,Barranquilla,GRA-VAN,Vanilla Shortbread,GranOLAS,5,31,27,1136700,5.4,2,4
2026-02,Éxito,Barranquilla,HAR-AVE,Harina de Avena,Avena & Harinas,5,87,78,2714400,15.6,4,9
2026-02,Éxito,Barranquilla,MER-NYR,New Year Resolution,Merch,5,23,21,2331000,4.2,7,2
2026-02,Éxito,Barranquilla,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,5,56,51,2361300,10.2,4,5
2026-02,Éxito,Barranquilla,PAN-ALM-CHU,Almendra Churro,Pancakes & Waffles,5,122,107,4954100,21.4,0,15
2026-02,Éxito,Barranquilla,PAN-ALM-VAN,Almendra Vainilla,Pancakes & Waffles,5,208,206,9537800,41.2,1,2
2026-02,Éxito,Barranquilla,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,5,377,349,12738500,69.8,0,28
2026-02,Éxito,Barranquilla,PAN-AVE-BRO,Avena Brownie,Pancakes & Waffles,5,299,274,10001000,54.8,0,25
2026-02,Éxito,Bogotá,AVE-HOJ,Avena en Hojuelas,Avena & Harinas,22,709,668,23246400,30.36,4,41
2026-02,Éxito,Bogotá,COM-3GRA,Three Pack GranOLA,Combos,22,160,139,14928600,6.32,1,21
2026-02,Éxito,Bogotá,COM-3MEZ,Three Pack Mezclas,Combos,22,51,46,4850700,2.09,3,5
2026-02,Éxito,Bogotá,COM-3SPR,Three Pack Spread,Combos,22,109,91,13008450,4.14,0,18
2026-02,Éxito,Bogotá,COM-DECK,Deck de Cartas,Combos,22,31,25,2775000,1.14,0,6
2026-02,Éxito,Bogotá,COM-MIX,Perfect Mix & Match,Combos,22,78,58,4460200,2.64,3,20
2026-02,Éxito,Bogotá,COM-ROMP,Rompecabezas,Combos,22,196,174,19314000,7.91,2,22
2026-02,Éxito,Bogotá,COM-WAF,Mini Wafflera,Combos,22,150,119,13209000,5.41,1,31
2026-02,Éxito,Bogotá,ESP-BABY,Baby Spreads,Esparcibles,22,92,93,2013450,4.23,2,0
2026-02,Éxito,Bogotá,ESP-CIN,Golden Cinnamon Roll,Esparcibles,22,302,281,15159950,12.77,2,21
2026-02,Éxito,Bogotá,ESP-CRE,Creamy Cocoa Hazelnut,Esparcibles,22,310,259,13973050,11.77,6,51
2026-02,Éxito,Bogotá,ESP-CRU,Crunchy Cocoa Hazelnut,Esparcibles,22,330,276,14890200,12.55,0,54
2026-02,Éxito,Bogotá,ESP-PB,Peanutty Banana Shake,Esparcibles,22,259,206,11113700,9.36,0,53
2026-02,Éxito,Bogotá,ESP-PIS,Buttery Pistachio Cookie,Esparcibles,22,260,258,18189000,11.73,0,2
2026-02,Éxito,Bogotá,GRA-CHI,Chip Cookie,GranOLAS,22,209,157,6609700,7.14,3,52
2026-02,Éxito,Bogotá,GRA-FUD,Fudge Cake,GranOLAS,22,621,624,26270400,28.36,6,0
2026-02,Éxito,Bogotá,GRA-PIS,Pistachio Cookie,GranOLAS,22,248,251,12524900,11.41,3,0
2026-02,Éxito,Bogotá,GRA-VAN,Vanilla Shortbread,GranOLAS,22,965,888,37384800,40.36,4,77
2026-02,Éxito,Bogotá,HAR-ALM,Harina de Almendra,Avena & Harinas,22,469,378,14534100,17.18,2,91
2026-02,Éxito,Bogotá,HAR-AVE,Harina de Avena,Avena & Harinas,22,716,534,18583200,24.27,6,182
2026-02,Éxito,Bogotá,MER-NYR,New Year Resolution,Merch,22,175,153,16983000,6.95,3,22
2026-02,Éxito,Bogotá,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,22,382,379,17547700,17.23,0,3
2026-02,Éxito,Bogotá,PAN-ALM-CHU,Almendra Churro,Pancakes & Waffles,22,337,331,15325300,15.05,2,6
2026-02,Éxito,Bogotá,PAN-ALM-VAN,Almendra Vainilla,Pancakes & Waffles,22,526,484,22409200,22.0,8,42
2026-02,Éxito,Bogotá,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,22,175,143,5219500,6.5,0,32
2026-02,Éxito,Bogotá,PAN-AVE-BRO,Avena Brownie,Pancakes & Waffles,22,251,185,6752500,8.41,2,66
2026-02,Éxito,Bogotá,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,22,490,466,17009000,21.18,3,24
2026-02,Éxito,Bucaramanga,COM-3SPR,Three Pack Spread,Combos,3,20,14,2001300,4.67,5,6
2026-02,Éxito,Bucaramanga,ESP-BABY,Baby Spreads,Esparcibles,3,114,107,2316550,35.67,2,7
2026-02,Éxito,Bucaramanga,ESP-CRE,Creamy Cocoa Hazelnut,Esparcibles,3,31,26,1402700,8.67,4,5
2026-02,Éxito,Bucaramanga,ESP-PIS,Buttery Pistachio Cookie,Esparcibles,3,18,14,987000,4.67,4,4
2026-02,Éxito,Bucaramanga,GRA-CHI,Chip Cookie,GranOLAS,3,14,10,421000,3.33,5,4
2026-02,Éxito,Bucaramanga,HAR-ALM,Harina de Almendra,Avena & Harinas,3,49,46,1768700,15.33,2,3
2026-02,Éxito,Bucaramanga,HAR-AVE,Harina de Avena,Avena & Harinas,3,7,6,208800,2.0,4,1
2026-02,Éxito,Bucaramanga,MER-NYR,New Year Resolution,Merch,3,8,6,666000,2.0,1,2
2026-02,Éxito,Bucaramanga,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,3,22,21,972300,7.0,0,1
2026-02,Éxito,Bucaramanga,PAN-ALM-VAN,Almendra Vainilla,Pancakes & Waffles,3,7,5,231500,1.67,3,2
2026-02,Éxito,Bucaramanga,PAN-AVE-BRO,Avena Brownie,Pancakes & Waffles,3,4,3,109500,1.0,0,1
2026-02,Éxito,Bucaramanga,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,3,27,22,803000,7.33,0,5
2026-02,Éxito,Cali,AVE-HOJ,Avena en Hojuelas,Avena & Harinas,2,35,32,1113600,16.0,4,3
2026-02,Éxito,Cali,COM-3GRA,Three Pack GranOLA,Combos,2,13,11,1181400,5.5,0,2
2026-02,Éxito,Cali,COM-3MEZ,Three Pack Mezclas,Combos,2,35,32,3374400,16.0,4,3
2026-02,Éxito,Cali,COM-3SPR,Three Pack Spread,Combos,2,25,22,3144900,11.0,0,3
2026-02,Éxito,Cali,COM-DECK,Deck de Cartas,Combos,2,36,27,2997000,13.5,2,9
2026-02,Éxito,Cali,COM-MIX,Perfect Mix & Match,Combos,2,7,6,461400,3.0,0,1
2026-02,Éxito,Cali,COM-WAF,Mini Wafflera,Combos,2,103,75,8325000,37.5,0,28
2026-02,Éxito,Cali,ESP-BABY,Baby Spreads,Esparcibles,2,83,64,1385600,32.0,1,19
2026-02,Éxito,Cali,ESP-CRU,Crunchy Cocoa Hazelnut,Esparcibles,2,25,22,1186900,11.0,2,3
2026-02,Éxito,Cali,ESP-PB,Peanutty Banana Shake,Esparcibles,2,42,41,2211950,20.5,5,1
2026-02,Éxito,Cali,ESP-PIS,Buttery Pistachio Cookie,Esparcibles,2,35,33,2326500,16.5,0,2
2026-02,Éxito,Cali,GRA-CHI,Chip Cookie,GranOLAS,2,23,19,799900,9.5,0,4
2026-02,Éxito,Cali,GRA-FUD,Fudge Cake,GranOLAS,2,49,38,1599800,19.0,2,11
2026-02,Éxito,Cali,GRA-PIS,Pistachio Cookie,GranOLAS,2,68,55,2744500,27.5,4,13
2026-02,Éxito,Cali,HAR-ALM,Harina de Almendra,Avena & Harinas,2,46,33,1268850,16.5,2,13
2026-02,Éxito,Cali,HAR-AVE,Harina de Avena,Avena & Harinas,2,97,77,2679600,38.5,0,20
2026-02,Éxito,Cali,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,2,141,127,5880100,63.5,0,14
2026-02,Éxito,Cali,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,2,196,191,6971500,95.5,0,5
2026-02,Éxito,Cali,PAN-AVE-BRO,Avena Brownie,Pancakes & Waffles,2,36,31,1131500,15.5,0,5
2026-02,Éxito,Cali,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,2,25,23,839500,11.5,3,2
2026-02,Éxito,Cartagena,COM-3GRA,Three Pack GranOLA,Combos,3,46,35,3759000,11.67,4,11
2026-02,Éxito,Cartagena,COM-MIX,Perfect Mix & Match,Combos,3,77,55,4229500,18.33,0,22
2026-02,Éxito,Cartagena,COM-ROMP,Rompecabezas,Combos,3,26,25,2775000,8.33,2,1
2026-02,Éxito,Cartagena,ESP-BABY,Baby Spreads,Esparcibles,3,18,12,259800,4.0,8,6
2026-02,Éxito,Cartagena,ESP-CIN,Golden Cinnamon Roll,Esparcibles,3,23,20,1079000,6.67,2,3
2026-02,Éxito,Cartagena,ESP-CRE,Creamy Cocoa Hazelnut,Esparcibles,3,18,14,755300,4.67,1,4
2026-02,Éxito,Cartagena,ESP-PIS,Buttery Pistachio Cookie,Esparcibles,3,97,75,5287500,25.0,2,22
2026-02,Éxito,Cartagena,GRA-VAN,Vanilla Shortbread,GranOLAS,3,10,8,336800,2.67,0,2
2026-02,Éxito,Cartagena,HAR-ALM,Harina de Almendra,Avena & Harinas,3,62,48,1845600,16.0,2,14
2026-02,Éxito,Cartagena,HAR-AVE,Harina de Avena,Avena & Harinas,3,80,59,2053200,19.67,0,21
2026-02,Éxito,Cartagena,MER-NYR,New Year Resolution,Merch,3,36,28,3108000,9.33,2,8
2026-02,Éxito,Cartagena,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,3,146,108,5000400,36.0,0,38
2026-02,Éxito,Cartagena,PAN-ALM-CHU,Almendra Churro,Pancakes & Waffles,3,1,0,0,0.0,3,1
2026-02,Éxito,Cartagena,PAN-ALM-VAN,Almendra Vainilla,Pancakes & Waffles,3,12,11,509300,3.67,0,1
2026-02,Éxito,Cartagena,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,3,70,53,1934500,17.67,6,17
2026-02,Éxito,Cartagena,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,3,169,165,6022500,55.0,3,4
2026-02,Éxito,Medellín,AVE-HOJ,Avena en Hojuelas,Avena & Harinas,6,471,407,14163600,67.83,4,64
2026-02,Éxito,Medellín,COM-3GRA,Three Pack GranOLA,Combos,6,42,31,3329400,5.17,1,11
2026-02,Éxito,Medellín,COM-3MEZ,Three Pack Mezclas,Combos,6,3,2,210900,0.33,0,1
2026-02,Éxito,Medellín,COM-3SPR,Three Pack Spread,Combos,6,53,41,5860950,6.83,0,12
2026-02,Éxito,Medellín,COM-DECK,Deck de Cartas,Combos,6,65,58,6438000,9.67,0,7
2026-02,Éxito,Medellín,COM-MIX,Perfect Mix & Match,Combos,6,236,171,13149900,28.5,4,65
2026-02,Éxito,Medellín,COM-ROMP,Rompecabezas,Combos,6,43,35,3885000,5.83,0,8
2026-02,Éxito,Medellín,ESP-BABY,Baby Spreads,Esparcibles,6,222,205,4438250,34.17,1,17
2026-02,Éxito,Medellín,ESP-CIN,Golden Cinnamon Roll,Esparcibles,6,39,39,2104050,6.5,0,0
2026-02,Éxito,Medellín,ESP-CRE,Creamy Cocoa Hazelnut,Esparcibles,6,126,102,5502900,17.0,0,24
2026-02,Éxito,Medellín,ESP-CRU,Crunchy Cocoa Hazelnut,Esparcibles,6,64,46,2481700,7.67,4,18
2026-02,Éxito,Medellín,ESP-PB,Peanutty Banana Shake,Esparcibles,6,189,159,8578050,26.5,5,30
2026-02,Éxito,Medellín,ESP-PIS,Buttery Pistachio Cookie,Esparcibles,6,22,18,1269000,3.0,0,4
2026-02,Éxito,Medellín,GRA-CHI,Chip Cookie,GranOLAS,6,85,68,2862800,11.33,6,17
2026-02,Éxito,Medellín,GRA-FUD,Fudge Cake,GranOLAS,6,451,402,16924200,67.0,0,49
2026-02,Éxito,Medellín,GRA-PIS,Pistachio Cookie,GranOLAS,6,90,89,4441100,14.83,0,1
2026-02,Éxito,Medellín,GRA-VAN,Vanilla Shortbread,GranOLAS,6,265,242,10188200,40.33,5,23
2026-02,Éxito,Medellín,HAR-ALM,Harina de Almendra,Avena & Harinas,6,41,33,1268850,5.5,4,8
2026-02,Éxito,Medellín,HAR-AVE,Harina de Avena,Avena & Harinas,6,162,149,5185200,24.83,2,13
2026-02,Éxito,Medellín,MER-NYR,New Year Resolution,Merch,6,29,25,2775000,4.17,1,4
2026-02,Éxito,Medellín,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,6,101,78,3611400,13.0,2,23
2026-02,Éxito,Medellín,PAN-ALM-CHU,Almendra Churro,Pancakes & Waffles,6,35,25,1157500,4.17,0,10
2026-02,Éxito,Medellín,PAN-ALM-VAN,Almendra Vainilla,Pancakes & Waffles,6,52,41,1898300,6.83,0,11
2026-02,Éxito,Medellín,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,6,201,152,5548000,25.33,5,49
2026-02,Éxito,Medellín,PAN-AVE-BRO,Avena Brownie,Pancakes & Waffles,6,13,9,328500,1.5,0,4
2026-02,Éxito,Medellín,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,6,35,25,912500,4.17,1,10
2026-02,Éxito,Pereira,AVE-HOJ,Avena en Hojuelas,Avena & Harinas,2,274,220,7656000,110.0,3,54
2026-02,Éxito,Pereira,COM-3GRA,Three Pack GranOLA,Combos,2,26,26,2792400,13.0,1,0
2026-02,Éxito,Pereira,COM-3SPR,Three Pack Spread,Combos,2,37,31,4431450,15.5,1,6
2026-02,Éxito,Pereira,COM-DECK,Deck de Cartas,Combos,2,100,82,9102000,41.0,4,18
2026-02,Éxito,Pereira,COM-ROMP,Rompecabezas,Combos,2,46,35,3885000,17.5,0,11
2026-02,Éxito,Pereira,COM-WAF,Mini Wafflera,Combos,2,149,149,16539000,74.5,2,0
2026-02,Éxito,Pereira,ESP-CIN,Golden Cinnamon Roll,Esparcibles,2,75,62,3344900,31.0,0,13
2026-02,Éxito,Pereira,ESP-CRE,Creamy Cocoa Hazelnut,Esparcibles,2,75,70,3776500,35.0,0,5
2026-02,Éxito,Pereira,ESP-CRU,Crunchy Cocoa Hazelnut,Esparcibles,2,96,76,4100200,38.0,0,20
2026-02,Éxito,Pereira,ESP-PB,Peanutty Banana Shake,Esparcibles,2,31,30,1618500,15.0,5,1
2026-02,Éxito,Pereira,ESP-PIS,Buttery Pistachio Cookie,Esparcibles,2,162,152,10716000,76.0,4,10
2026-02,Éxito,Pereira,GRA-FUD,Fudge Cake,GranOLAS,2,6,5,210500,2.5,1,1
2026-02,Éxito,Pereira,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,2,74,56,2044000,28.0,0,18
2026-03,Carulla,Barranquilla,AVE-HOJ,Avena en Hojuelas,Avena & Harinas,5,104,91,3225950,18.2,6,13
2026-03,Carulla,Barranquilla,COM-3GRA,Three Pack GranOLA,Combos,5,13,13,1421550,2.6,2,0
2026-03,Carulla,Barranquilla,COM-DECK,Deck de Cartas,Combos,5,20,17,1921000,3.4,0,3
2026-03,Carulla,Barranquilla,COM-ROMP,Rompecabezas,Combos,5,13,12,1356000,2.4,0,1
2026-03,Carulla,Barranquilla,COM-WAF,Mini Wafflera,Combos,5,62,46,5198000,9.2,0,16
2026-03,Carulla,Barranquilla,ESP-BABY,Baby Spreads,Esparcibles,5,31,26,573300,5.2,7,5
2026-03,Carulla,Barranquilla,ESP-CRE,Creamy Cocoa Hazelnut,Esparcibles,5,303,220,12078000,44.0,6,83
2026-03,Carulla,Barranquilla,ESP-CRU,Crunchy Cocoa Hazelnut,Esparcibles,5,46,38,2086200,7.6,3,8
2026-03,Carulla,Barranquilla,ESP-PB,Peanutty Banana Shake,Esparcibles,5,66,61,3348900,12.2,0,5
2026-03,Carulla,Barranquilla,ESP-PIS,Buttery Pistachio Cookie,Esparcibles,5,58,48,3444000,9.6,0,10
2026-03,Carulla,Barranquilla,GRA-CHI,Chip Cookie,GranOLAS,5,12,9,386100,1.8,3,3
2026-03,Carulla,Barranquilla,GRA-FUD,Fudge Cake,GranOLAS,5,67,66,2831400,13.2,4,1
2026-03,Carulla,Barranquilla,GRA-PIS,Pistachio Cookie,GranOLAS,5,14,10,508000,2.0,0,4
2026-03,Carulla,Barranquilla,GRA-VAN,Vanilla Shortbread,GranOLAS,5,46,35,1501500,7.0,0,11
2026-03,Carulla,Barranquilla,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,5,33,29,1365900,5.8,0,4
2026-03,Carulla,Barranquilla,PAN-ALM-CHU,Almendra Churro,Pancakes & Waffles,5,44,31,1460100,6.2,0,13
2026-03,Carulla,Barranquilla,PAN-ALM-VAN,Almendra Vainilla,Pancakes & Waffles,5,80,71,3344100,14.2,4,9
2026-03,Carulla,Barranquilla,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,5,28,25,928750,5.0,1,3
2026-03,Carulla,Barranquilla,PAN-AVE-BRO,Avena Brownie,Pancakes & Waffles,5,148,123,4569450,24.6,9,25
2026-03,Carulla,Barranquilla,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,5,25,19,705850,3.8,2,6
2026-03,Carulla,Bogotá,AVE-HOJ,Avena en Hojuelas,Avena & Harinas,11,63,63,2233350,5.73,0,0
2026-03,Carulla,Bogotá,COM-3GRA,Three Pack GranOLA,Combos,11,23,21,2296350,1.91,5,2
2026-03,Carulla,Bogotá,COM-3MEZ,Three Pack Mezclas,Combos,11,57,41,4401350,3.73,3,16
2026-03,Carulla,Bogotá,COM-3SPR,Three Pack Spread,Combos,11,39,35,5092500,3.18,3,4
2026-03,Carulla,Bogotá,COM-DECK,Deck de Cartas,Combos,11,34,32,3616000,2.91,8,2
2026-03,Carulla,Bogotá,COM-MIX,Perfect Mix & Match,Combos,11,213,202,15806500,18.36,0,11
2026-03,Carulla,Bogotá,COM-ROMP,Rompecabezas,Combos,11,75,61,6893000,5.55,0,14
2026-03,Carulla,Bogotá,COM-WAF,Mini Wafflera,Combos,11,40,33,3729000,3.0,1,7
2026-03,Carulla,Bogotá,ESP-BABY,Baby Spreads,Esparcibles,11,555,504,11113200,45.82,0,51
