lote_id,fecha,mes,sku,producto,categoria,unidades_planeadas,unidades_producidas,merma_pct,cumplimiento_plan_pct,turno,linea,es_sin_gluten,gluten_ppm,estado_calidad,costo_lote_cop,vida_util_dias
L-7298,2025-10-22,2025-10,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,1171,1148,1.96,98.0,Tarde,Línea 3 · Cremas,True,3.0,Aprobado,19056800,214
L-7299,2025-10-22,2025-10,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,1891,1887,0.2,99.8,Tarde,Línea 1 · Hornos,True,11.4,Aprobado,23587500,315
L-7300,2025-10-22,2025-10,PAN-AVE-BRO,Avena Brownie,Pancakes & Waffles,2069,2018,2.43,97.5,Tarde,Línea 3 · Cremas,True,10.4,Aprobado,25830400,217
L-7301,2025-10-23,2025-10,HAR-ALM,Harina de Almendra,Avena & Harinas,1960,1956,0.2,99.8,Tarde,Línea 2 · Molienda,True,10.1,Aprobado,30122400,281
L-7302,2025-10-23,2025-10,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,1265,1226,3.04,96.9,Tarde,Línea 1 · Hornos,True,0.5,Aprobado,15325000,236
L-7303,2025-10-24,2025-10,ESP-BABY,Baby Spreads,Esparcibles,1370,1367,0.2,99.8,Mañana,Línea 2 · Molienda,True,7.6,Aprobado,10389200,313
L-7304,2025-10-24,2025-10,PAN-ALM-CHU,Almendra Churro,Pancakes & Waffles,743,705,5.11,94.9,Mañana,Línea 3 · Cremas,True,6.9,Aprobado,11562000,223
L-7305,2025-10-24,2025-10,PAN-ALM-VAN,Almendra Vainilla,Pancakes & Waffles,835,776,7.05,92.9,Tarde,Línea 1 · Hornos,True,2.9,Aprobado,12571200,325
L-7306,2025-10-27,2025-10,ESP-BABY,Baby Spreads,Esparcibles,966,927,4.0,96.0,Tarde,Línea 1 · Hornos,True,7.2,Aprobado,7045200,293
L-7307,2025-10-27,2025-10,COM-WAF,Mini Wafflera,Combos,2287,2186,4.4,95.6,Tarde,Línea 2 · Molienda,False,,Aprobado,126788000,213
L-7308,2025-10-27,2025-10,GRA-FUD,Fudge Cake,GranOLAS,1496,1453,2.82,97.1,Tarde,Línea 2 · Molienda,True,0.6,Aprobado,21068500,180
L-7309,2025-10-28,2025-10,ESP-BABY,Baby Spreads,Esparcibles,2523,2463,2.35,97.6,Tarde,Línea 3 · Cremas,True,11.0,Aprobado,18718800,226
L-7310,2025-10-28,2025-10,PAN-ALM-VAN,Almendra Vainilla,Pancakes & Waffles,507,501,1.07,98.8,Tarde,Línea 3 · Cremas,True,38.4,Rechazado,8116200,283
L-7311,2025-10-28,2025-10,HAR-ALM,Harina de Almendra,Avena & Harinas,2092,2025,3.18,96.8,Tarde,Línea 3 · Cremas,True,8.2,Aprobado,31185000,206
L-7312,2025-10-29,2025-10,GRA-PIS,Pistachio Cookie,GranOLAS,1817,1773,2.41,97.6,Mañana,Línea 3 · Cremas,True,2.9,Aprobado,32977800,343
L-7313,2025-10-29,2025-10,GRA-CHI,Chip Cookie,GranOLAS,2395,2296,4.13,95.9,Tarde,Línea 1 · Hornos,True,9.6,Aprobado,32947600,301
L-7314,2025-10-29,2025-10,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,1247,1200,3.71,96.2,Tarde,Línea 3 · Cremas,True,7.9,Aprobado,15000000,337
L-7315,2025-10-29,2025-10,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,1985,1910,3.74,96.2,Mañana,Línea 2 · Molienda,True,7.9,Aprobado,23875000,210
L-7316,2025-10-29,2025-10,GRA-VAN,Vanilla Shortbread,GranOLAS,1665,1591,4.39,95.6,Mañana,Línea 2 · Molienda,True,6.2,Aprobado,22433100,343
L-7317,2025-10-30,2025-10,PAN-AVE-BRO,Avena Brownie,Pancakes & Waffles,670,658,1.71,98.2,Tarde,Línea 3 · Cremas,True,9.2,Aprobado,8422400,334
L-7318,2025-10-30,2025-10,HAR-ALM,Harina de Almendra,Avena & Harinas,1105,1049,5.03,94.9,Mañana,Línea 1 · Hornos,True,6.2,Aprobado,16154600,344
L-7319,2025-10-30,2025-10,ESP-BABY,Baby Spreads,Esparcibles,780,737,5.41,94.5,Tarde,Línea 2 · Molienda,True,7.7,Aprobado,5601200,249
L-7320,2025-10-30,2025-10,GRA-CHI,Chip Cookie,GranOLAS,1134,1131,0.2,99.7,Mañana,Línea 2 · Molienda,True,3.4,Aprobado,16229850,203
L-7321,2025-10-30,2025-10,GRA-VAN,Vanilla Shortbread,GranOLAS,693,667,3.7,96.2,Tarde,Línea 2 · Molienda,True,7.3,Aprobado,9404700,261
L-7322,2025-10-31,2025-10,PAN-ALM-VAN,Almendra Vainilla,Pancakes & Waffles,2468,2441,1.06,98.9,Tarde,Línea 1 · Hornos,True,6.3,Aprobado,39544200,219
L-7323,2025-10-31,2025-10,COM-WAF,Mini Wafflera,Combos,1049,1000,4.64,95.3,Tarde,Línea 3 · Cremas,False,,Aprobado,58000000,336
L-7324,2025-10-31,2025-10,AVE-HOJ,Avena en Hojuelas,Avena & Harinas,2312,2232,3.45,96.5,Tarde,Línea 2 · Molienda,True,5.9,Aprobado,26337600,328
L-7325,2025-10-31,2025-10,HAR-ALM,Harina de Almendra,Avena & Harinas,1276,1272,0.3,99.7,Mañana,Línea 3 · Cremas,True,2.4,Aprobado,19588800,288
L-7326,2025-11-03,2025-11,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,1073,1039,3.15,96.8,Tarde,Línea 3 · Cremas,True,3.7,Aprobado,17247400,343
L-7327,2025-11-03,2025-11,COM-3SPR,Three Pack Spread,Combos,1467,1392,5.05,94.9,Mañana,Línea 1 · Hornos,True,7.9,Aprobado,82824000,214
L-7328,2025-11-03,2025-11,ESP-CIN,Golden Cinnamon Roll,Esparcibles,827,795,3.86,96.1,Mañana,Línea 1 · Hornos,True,0.9,Aprobado,15661500,185
L-7329,2025-11-03,2025-11,COM-3SPR,Three Pack Spread,Combos,955,915,4.15,95.8,Mañana,Línea 1 · Hornos,True,4.8,Aprobado,54442500,296
L-7330,2025-11-04,2025-11,GRA-FUD,Fudge Cake,GranOLAS,2102,2026,3.58,96.4,Tarde,Línea 3 · Cremas,True,9.0,Aprobado,29377000,186
L-7331,2025-11-04,2025-11,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,1747,1698,2.79,97.2,Tarde,Línea 1 · Hornos,True,11.8,Aprobado,28186800,181
L-7332,2025-11-04,2025-11,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,2407,2402,0.2,99.8,Tarde,Línea 2 · Molienda,True,4.4,Aprobado,30025000,239
L-7333,2025-11-05,2025-11,ESP-PIS,Buttery Pistachio Cookie,Esparcibles,2181,2112,3.16,96.8,Mañana,Línea 2 · Molienda,True,8.3,Aprobado,57868800,329
L-7334,2025-11-05,2025-11,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,2232,2193,1.75,98.3,Tarde,Línea 1 · Hornos,True,2.4,Aprobado,27193200,249
L-7335,2025-11-05,2025-11,GRA-FUD,Fudge Cake,GranOLAS,454,429,5.33,94.5,Mañana,Línea 3 · Cremas,True,6.1,Aprobado,6220500,220
L-7336,2025-11-06,2025-11,ESP-BABY,Baby Spreads,Esparcibles,2472,2384,3.54,96.4,Mañana,Línea 1 · Hornos,True,6.3,Aprobado,18118400,342
L-7337,2025-11-06,2025-11,GRA-VAN,Vanilla Shortbread,GranOLAS,2489,2473,0.63,99.4,Tarde,Línea 3 · Cremas,True,11.0,Aprobado,34869300,262
L-7338,2025-11-07,2025-11,AVE-HOJ,Avena en Hojuelas,Avena & Harinas,851,815,4.13,95.8,Tarde,Línea 1 · Hornos,True,3.2,Aprobado,9617000,359
L-7339,2025-11-07,2025-11,COM-3MEZ,Three Pack Mezclas,Combos,1869,1829,2.11,97.9,Mañana,Línea 3 · Cremas,True,1.6,Aprobado,73525800,253
L-7340,2025-11-10,2025-11,COM-MIX,Perfect Mix & Match,Combos,1757,1705,2.9,97.0,Tarde,Línea 1 · Hornos,True,5.1,Aprobado,51320500,248
L-7341,2025-11-10,2025-11,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,1587,1499,5.54,94.5,Mañana,Línea 3 · Cremas,True,9.6,Aprobado,18587600,252
L-7342,2025-11-10,2025-11,PAN-AVE-BRO,Avena Brownie,Pancakes & Waffles,1800,1707,5.15,94.8,Mañana,Línea 3 · Cremas,True,8.1,Aprobado,21849600,284
L-7343,2025-11-11,2025-11,HAR-ALM,Harina de Almendra,Avena & Harinas,472,459,2.69,97.2,Tarde,Línea 3 · Cremas,True,6.6,Aprobado,7068600,259
L-7344,2025-11-11,2025-11,COM-3GRA,Three Pack GranOLA,Combos,776,774,0.2,99.7,Mañana,Línea 3 · Cremas,True,1.4,Aprobado,33282000,346
L-7345,2025-11-12,2025-11,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,805,770,4.31,95.7,Mañana,Línea 2 · Molienda,True,4.8,Aprobado,9625000,274
L-7346,2025-11-12,2025-11,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,1285,1220,4.99,94.9,Mañana,Línea 1 · Hornos,True,10.0,Aprobado,20252000,201
L-7347,2025-11-13,2025-11,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,841,830,1.2,98.7,Mañana,Línea 2 · Molienda,True,10.0,Aprobado,10292000,256
L-7348,2025-11-13,2025-11,HAR-AVE,Harina de Avena,Avena & Harinas,1558,1532,1.66,98.3,Tarde,Línea 2 · Molienda,True,11.2,Aprobado,17771200,253
L-7349,2025-11-13,2025-11,GRA-CHI,Chip Cookie,GranOLAS,964,938,2.61,97.3,Mañana,Línea 1 · Hornos,True,3.5,Aprobado,13460300,268
L-7350,2025-11-13,2025-11,ESP-PIS,Buttery Pistachio Cookie,Esparcibles,589,562,4.52,95.4,Mañana,Línea 3 · Cremas,True,1.2,Aprobado,15398800,270
L-7351,2025-11-13,2025-11,GRA-VAN,Vanilla Shortbread,GranOLAS,2197,2183,0.63,99.4,Tarde,Línea 3 · Cremas,True,6.9,Aprobado,30780300,278
L-7352,2025-11-14,2025-11,COM-MIX,Perfect Mix & Match,Combos,1910,1844,3.41,96.5,Mañana,Línea 2 · Molienda,True,4.3,Aprobado,55504400,219
L-7353,2025-11-14,2025-11,PAN-ALM-VAN,Almendra Vainilla,Pancakes & Waffles,2148,2080,3.16,96.8,Tarde,Línea 2 · Molienda,True,10.9,Aprobado,33696000,275
L-7354,2025-11-14,2025-11,HAR-AVE,Harina de Avena,Avena & Harinas,1465,1392,4.93,95.0,Tarde,Línea 3 · Cremas,True,0.4,Aprobado,16147200,291
L-7355,2025-11-14,2025-11,COM-3GRA,Three Pack GranOLA,Combos,1324,1276,3.55,96.4,Tarde,Línea 3 · Cremas,True,8.7,Aprobado,54868000,202
L-7356,2025-11-14,2025-11,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,1566,1539,1.7,98.3,Tarde,Línea 1 · Hornos,True,1.1,Aprobado,19083600,217
L-7357,2025-11-17,2025-11,AVE-HOJ,Avena en Hojuelas,Avena & Harinas,1471,1374,6.55,93.4,Mañana,Línea 3 · Cremas,True,11.3,Aprobado,16213200,232
L-7358,2025-11-17,2025-11,HAR-ALM,Harina de Almendra,Avena & Harinas,1441,1408,2.27,97.7,Tarde,Línea 2 · Molienda,True,5.4,Aprobado,21683200,282
L-7359,2025-11-18,2025-11,HAR-AVE,Harina de Avena,Avena & Harinas,1615,1562,3.23,96.7,Tarde,Línea 1 · Hornos,True,11.4,Aprobado,18119200,199
L-7360,2025-11-18,2025-11,ESP-PIS,Buttery Pistachio Cookie,Esparcibles,1998,1911,4.32,95.6,Tarde,Línea 1 · Hornos,True,2.8,Aprobado,52361400,236
L-7361,2025-11-18,2025-11,COM-ROMP,Rompecabezas,Combos,2416,2253,6.73,93.3,Tarde,Línea 3 · Cremas,False,,Aprobado,101385000,250
L-7362,2025-11-18,2025-11,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,758,719,5.04,94.9,Mañana,Línea 3 · Cremas,True,1.9,Aprobado,11935400,353
L-7363,2025-11-19,2025-11,GRA-FUD,Fudge Cake,GranOLAS,1390,1332,4.16,95.8,Tarde,Línea 2 · Molienda,True,6.7,Aprobado,19314000,334
L-7364,2025-11-19,2025-11,COM-WAF,Mini Wafflera,Combos,2249,2236,0.57,99.4,Tarde,Línea 2 · Molienda,False,,Aprobado,129688000,298
L-7365,2025-11-19,2025-11,COM-3GRA,Three Pack GranOLA,Combos,965,918,4.85,95.1,Mañana,Línea 2 · Molienda,True,6.2,Aprobado,39474000,243
L-7366,2025-11-19,2025-11,ESP-CRU,Crunchy Cocoa Hazelnut,Esparcibles,553,541,2.01,97.8,Mañana,Línea 1 · Hornos,True,1.5,Aprobado,10874100,258
L-7367,2025-11-20,2025-11,HAR-AVE,Harina de Avena,Avena & Harinas,597,585,1.99,98.0,Tarde,Línea 3 · Cremas,True,0.6,Aprobado,6786000,301
L-7368,2025-11-20,2025-11,PAN-ALM-CHU,Almendra Churro,Pancakes & Waffles,1819,1731,4.79,95.2,Tarde,Línea 3 · Cremas,True,3.3,Aprobado,28388400,222
L-7369,2025-11-21,2025-11,COM-3SPR,Three Pack Spread,Combos,538,518,3.59,96.3,Mañana,Línea 1 · Hornos,True,11.7,Aprobado,30821000,332
L-7370,2025-11-21,2025-11,HAR-AVE,Harina de Avena,Avena & Harinas,1501,1462,2.56,97.4,Tarde,Línea 1 · Hornos,True,1.3,Aprobado,16959200,272
L-7371,2025-11-24,2025-11,ESP-CRU,Crunchy Cocoa Hazelnut,Esparcibles,2015,1995,0.96,99.0,Tarde,Línea 2 · Molienda,True,8.4,Aprobado,40099500,341
L-7372,2025-11-24,2025-11,GRA-VAN,Vanilla Shortbread,GranOLAS,1978,1884,4.72,95.2,Tarde,Línea 1 · Hornos,True,10.4,Aprobado,26564400,330
L-7373,2025-11-24,2025-11,ESP-PB,Peanutty Banana Shake,Esparcibles,2028,1958,3.44,96.5,Tarde,Línea 1 · Hornos,True,1.2,Aprobado,37985200,296
L-7374,2025-11-24,2025-11,ESP-CRE,Creamy Cocoa Hazelnut,Esparcibles,2567,2486,3.15,96.8,Tarde,Línea 3 · Cremas,True,7.2,Aprobado,49471400,224
L-7375,2025-11-25,2025-11,COM-WAF,Mini Wafflera,Combos,1732,1711,1.16,98.8,Tarde,Línea 3 · Cremas,False,,Aprobado,99238000,343
L-7376,2025-11-25,2025-11,PAN-ALM-CHU,Almendra Churro,Pancakes & Waffles,2251,2246,0.2,99.8,Tarde,Línea 2 · Molienda,True,0.1,Aprobado,36834400,339
L-7377,2025-11-26,2025-11,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,2206,2201,0.2,99.8,Tarde,Línea 3 · Cremas,True,5.6,Aprobado,27512500,190
L-7378,2025-11-26,2025-11,GRA-PIS,Pistachio Cookie,GranOLAS,1673,1632,2.43,97.5,Tarde,Línea 3 · Cremas,True,5.8,Aprobado,30355200,348
L-7379,2025-11-26,2025-11,ESP-CIN,Golden Cinnamon Roll,Esparcibles,2574,2465,4.2,95.8,Tarde,Línea 2 · Molienda,True,8.0,Aprobado,48560500,282
L-7380,2025-11-26,2025-11,ESP-CIN,Golden Cinnamon Roll,Esparcibles,1455,1425,2.06,97.9,Mañana,Línea 2 · Molienda,True,1.0,Aprobado,28072500,324
L-7381,2025-11-27,2025-11,ESP-CRE,Creamy Cocoa Hazelnut,Esparcibles,2147,2057,4.17,95.8,Tarde,Línea 3 · Cremas,True,5.1,Aprobado,40934300,333
L-7382,2025-11-27,2025-11,PAN-AVE-BRO,Avena Brownie,Pancakes & Waffles,994,968,2.57,97.4,Tarde,Línea 3 · Cremas,True,1.8,Aprobado,12390400,359
L-7383,2025-11-28,2025-11,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,2238,2215,1.0,99.0,Tarde,Línea 1 · Hornos,True,5.2,Aprobado,27466000,196
L-7384,2025-11-28,2025-11,ESP-CRE,Creamy Cocoa Hazelnut,Esparcibles,966,955,1.08,98.9,Mañana,Línea 3 · Cremas,True,8.8,Aprobado,19004500,322
L-7385,2025-11-28,2025-11,ESP-CIN,Golden Cinnamon Roll,Esparcibles,842,823,2.24,97.7,Mañana,Línea 2 · Molienda,True,1.7,Aprobado,16213100,340
L-7386,2025-11-28,2025-11,COM-3MEZ,Three Pack Mezclas,Combos,601,578,3.72,96.2,Mañana,Línea 3 · Cremas,True,7.6,Aprobado,23235600,196
L-7387,2025-11-28,2025-11,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,2159,2130,1.34,98.7,Tarde,Línea 3 · Cremas,True,7.8,Aprobado,35358000,334
L-7388,2025-12-01,2025-12,HAR-ALM,Harina de Almendra,Avena & Harinas,918,895,2.46,97.5,Tarde,Línea 1 · Hornos,True,0.0,Aprobado,13783000,326
L-7389,2025-12-01,2025-12,ESP-CRE,Creamy Cocoa Hazelnut,Esparcibles,2410,2353,2.33,97.6,Tarde,Línea 3 · Cremas,True,5.9,Aprobado,46824700,352
L-7390,2025-12-02,2025-12,GRA-PIS,Pistachio Cookie,GranOLAS,2354,2252,4.31,95.7,Mañana,Línea 2 · Molienda,True,3.5,Aprobado,41887200,229
L-7391,2025-12-02,2025-12,PAN-AVE-BRO,Avena Brownie,Pancakes & Waffles,2338,2277,2.59,97.4,Mañana,Línea 2 · Molienda,True,1.6,Aprobado,29145600,240
L-7392,2025-12-02,2025-12,ESP-CRU,Crunchy Cocoa Hazelnut,Esparcibles,1706,1669,2.13,97.8,Mañana,Línea 3 · Cremas,True,11.5,Aprobado,33546900,296
L-7393,2025-12-03,2025-12,COM-3SPR,Three Pack Spread,Combos,1459,1428,2.06,97.9,Tarde,Línea 2 · Molienda,True,8.9,Aprobado,84966000,243
L-7394,2025-12-03,2025-12,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,1331,1270,4.51,95.4,Tarde,Línea 3 · Cremas,True,0.6,Aprobado,15875000,257
L-7395,2025-12-03,2025-12,HAR-ALM,Harina de Almendra,Avena & Harinas,2498,2432,2.63,97.4,Mañana,Línea 3 · Cremas,True,8.9,Aprobado,37452800,310
L-7396,2025-12-04,2025-12,ESP-CRU,Crunchy Cocoa Hazelnut,Esparcibles,2549,2535,0.54,99.5,Tarde,Línea 3 · Cremas,True,2.8,Aprobado,50953500,307
L-7397,2025-12-04,2025-12,HAR-ALM,Harina de Almendra,Avena & Harinas,1138,1083,4.75,95.2,Tarde,Línea 2 · Molienda,True,0.4,Aprobado,16678200,209
L-7398,2025-12-04,2025-12,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,825,776,5.85,94.1,Mañana,Línea 1 · Hornos,True,6.5,Aprobado,9622400,225
L-7399,2025-12-04,2025-12,ESP-PB,Peanutty Banana Shake,Esparcibles,2094,2026,3.21,96.8,Tarde,Línea 3 · Cremas,True,7.3,Aprobado,39304400,191
L-7400,2025-12-05,2025-12,GRA-VAN,Vanilla Shortbread,GranOLAS,2424,2382,1.71,98.3,Tarde,Línea 3 · Cremas,True,4.2,Aprobado,33586200,266
L-7401,2025-12-05,2025-12,GRA-CHI,Chip Cookie,GranOLAS,2578,2431,5.7,94.3,Mañana,Línea 2 · Molienda,True,2.4,Aprobado,34884850,251
L-7402,2025-12-05,2025-12,PAN-ALM-CHU,Almendra Churro,Pancakes & Waffles,1344,1341,0.2,99.8,Tarde,Línea 2 · Molienda,True,0.6,Aprobado,21992400,222
L-7403,2025-12-05,2025-12,ESP-CIN,Golden Cinnamon Roll,Esparcibles,1727,1662,3.72,96.2,Tarde,Línea 2 · Molienda,True,5.2,Aprobado,32741400,279
L-7404,2025-12-05,2025-12,ESP-CRE,Creamy Cocoa Hazelnut,Esparcibles,796,772,2.92,97.0,Tarde,Línea 3 · Cremas,True,2.3,Aprobado,15362800,197
L-7405,2025-12-08,2025-12,HAR-AVE,Harina de Avena,Avena & Harinas,1052,1033,1.75,98.2,Tarde,Línea 3 · Cremas,True,0.4,Aprobado,11982800,315
L-7406,2025-12-08,2025-12,GRA-FUD,Fudge Cake,GranOLAS,1186,1119,5.59,94.4,Tarde,Línea 1 · Hornos,True,10.3,Aprobado,16225500,181
L-7407,2025-12-09,2025-12,ESP-CIN,Golden Cinnamon Roll,Esparcibles,755,753,0.2,99.7,Mañana,Línea 2 · Molienda,True,2.5,Aprobado,14834100,186
L-7408,2025-12-09,2025-12,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,1610,1602,0.45,99.5,Tarde,Línea 1 · Hornos,True,8.9,Aprobado,26593200,354
L-7409,2025-12-09,2025-12,PAN-AVE-BRO,Avena Brownie,Pancakes & Waffles,1821,1764,3.1,96.9,Tarde,Línea 2 · Molienda,True,9.2,Aprobado,22579200,247
L-7410,2025-12-09,2025-12,PAN-ALM-CHU,Almendra Churro,Pancakes & Waffles,1645,1578,4.07,95.9,Tarde,Línea 1 · Hornos,True,1.1,Aprobado,25879200,186
L-7411,2025-12-10,2025-12,COM-3GRA,Three Pack GranOLA,Combos,997,981,1.59,98.4,Tarde,Línea 3 · Cremas,True,3.9,Aprobado,42183000,232
L-7412,2025-12-10,2025-12,PAN-AVE-BRO,Avena Brownie,Pancakes & Waffles,1303,1272,2.37,97.6,Tarde,Línea 1 · Hornos,True,10.4,Aprobado,16281600,262
L-7413,2025-12-10,2025-12,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,1183,1157,2.12,97.8,Tarde,Línea 1 · Hornos,True,4.7,Aprobado,19206200,195
L-7414,2025-12-10,2025-12,PAN-ALM-CHU,Almendra Churro,Pancakes & Waffles,1777,1738,2.16,97.8,Tarde,Línea 3 · Cremas,True,2.8,Aprobado,28503200,344
L-7415,2025-12-11,2025-12,ESP-CRU,Crunchy Cocoa Hazelnut,Esparcibles,1231,1218,0.99,98.9,Mañana,Línea 1 · Hornos,True,11.0,Aprobado,24481800,283
L-7416,2025-12-11,2025-12,HAR-ALM,Harina de Almendra,Avena & Harinas,1325,1301,1.75,98.2,Mañana,Línea 2 · Molienda,True,8.2,Aprobado,20035400,326
L-7417,2025-12-11,2025-12,GRA-VAN,Vanilla Shortbread,GranOLAS,549,530,3.45,96.5,Mañana,Línea 2 · Molienda,True,2.1,Aprobado,7473000,201
L-7418,2025-12-12,2025-12,AVE-HOJ,Avena en Hojuelas,Avena & Harinas,2189,2082,4.88,95.1,Mañana,Línea 3 · Cremas,True,5.9,Aprobado,24567600,227
L-7419,2025-12-12,2025-12,COM-3GRA,Three Pack GranOLA,Combos,872,829,4.82,95.1,Mañana,Línea 3 · Cremas,True,9.8,Aprobado,35647000,261
L-7420,2025-12-12,2025-12,PAN-AVE-BRO,Avena Brownie,Pancakes & Waffles,1497,1490,0.46,99.5,Mañana,Línea 3 · Cremas,True,2.9,Aprobado,19072000,284
L-7421,2025-12-15,2025-12,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,1006,995,1.03,98.9,Mañana,Línea 3 · Cremas,True,5.2,Aprobado,12437500,282
L-7422,2025-12-15,2025-12,ESP-PIS,Buttery Pistachio Cookie,Esparcibles,1297,1285,0.89,99.1,Mañana,Línea 3 · Cremas,True,1.3,Aprobado,35209000,239
L-7423,2025-12-16,2025-12,ESP-BABY,Baby Spreads,Esparcibles,511,477,6.61,93.3,Tarde,Línea 1 · Hornos,True,5.4,Aprobado,3625200,280
L-7424,2025-12-16,2025-12,COM-3GRA,Three Pack GranOLA,Combos,1203,1185,1.5,98.5,Mañana,Línea 2 · Molienda,True,8.9,Aprobado,50955000,307
L-7425,2025-12-17,2025-12,ESP-PIS,Buttery Pistachio Cookie,Esparcibles,442,422,4.36,95.5,Mañana,Línea 1 · Hornos,True,11.3,Aprobado,11562800,353
L-7426,2025-12-17,2025-12,ESP-BABY,Baby Spreads,Esparcibles,796,760,4.47,95.5,Mañana,Línea 2 · Molienda,True,0.7,Aprobado,5776000,302
L-7427,2025-12-17,2025-12,PAN-ALM-VAN,Almendra Vainilla,Pancakes & Waffles,635,600,5.48,94.5,Mañana,Línea 1 · Hornos,True,2.1,Aprobado,9720000,315
L-7428,2025-12-18,2025-12,AVE-HOJ,Avena en Hojuelas,Avena & Harinas,1691,1613,4.6,95.4,Mañana,Línea 2 · Molienda,True,5.8,Aprobado,19033400,282
L-7429,2025-12-18,2025-12,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,2573,2512,2.33,97.6,Mañana,Línea 2 · Molienda,True,0.5,Aprobado,41699200,324
L-7430,2025-12-18,2025-12,COM-WAF,Mini Wafflera,Combos,1587,1555,1.99,98.0,Mañana,Línea 1 · Hornos,False,,Aprobado,90190000,316
L-7431,2025-12-18,2025-12,ESP-PB,Peanutty Banana Shake,Esparcibles,2289,2277,0.52,99.5,Mañana,Línea 1 · Hornos,True,8.1,Aprobado,44173800,313
L-7432,2025-12-19,2025-12,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,428,417,2.55,97.4,Mañana,Línea 3 · Cremas,True,3.0,Aprobado,5170800,222
L-7433,2025-12-19,2025-12,COM-3MEZ,Three Pack Mezclas,Combos,1230,1173,4.62,95.4,Tarde,Línea 1 · Hornos,True,11.3,Aprobado,47154600,266
L-7434,2025-12-19,2025-12,COM-ROMP,Rompecabezas,Combos,1480,1464,1.08,98.9,Mañana,Línea 2 · Molienda,False,,Aprobado,65880000,258
L-7435,2025-12-22,2025-12,GRA-PIS,Pistachio Cookie,GranOLAS,1809,1743,3.64,96.4,Mañana,Línea 2 · Molienda,True,9.0,Aprobado,32419800,232
L-7436,2025-12-22,2025-12,GRA-PIS,Pistachio Cookie,GranOLAS,2528,2390,5.44,94.5,Tarde,Línea 1 · Hornos,True,5.9,Aprobado,44454000,343
L-7437,2025-12-22,2025-12,PAN-AVE-BRO,Avena Brownie,Pancakes & Waffles,2421,2313,4.44,95.5,Tarde,Línea 2 · Molienda,True,8.5,Aprobado,29606400,230
L-7438,2025-12-23,2025-12,ESP-CIN,Golden Cinnamon Roll,Esparcibles,1613,1574,2.36,97.6,Mañana,Línea 2 · Molienda,True,0.6,Aprobado,31007800,241
L-7439,2025-12-23,2025-12,ESP-PIS,Buttery Pistachio Cookie,Esparcibles,1238,1207,2.43,97.5,Tarde,Línea 1 · Hornos,True,1.1,Aprobado,33071800,230
L-7440,2025-12-23,2025-12,ESP-CRE,Creamy Cocoa Hazelnut,Esparcibles,551,542,1.63,98.4,Tarde,Línea 1 · Hornos,True,7.9,Aprobado,10785800,304
L-7441,2025-12-24,2025-12,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,2297,2230,2.9,97.1,Mañana,Línea 1 · Hornos,True,4.6,Aprobado,37018000,312
L-7442,2025-12-24,2025-12,PAN-ALM-CHU,Almendra Churro,Pancakes & Waffles,1713,1658,3.17,96.8,Tarde,Línea 2 · Molienda,True,6.6,Aprobado,27191200,228
L-7443,2025-12-24,2025-12,ESP-CRU,Crunchy Cocoa Hazelnut,Esparcibles,497,479,3.47,96.4,Tarde,Línea 1 · Hornos,True,9.2,Aprobado,9627900,212
L-7444,2025-12-24,2025-12,AVE-HOJ,Avena en Hojuelas,Avena & Harinas,2023,1972,2.48,97.5,Mañana,Línea 1 · Hornos,True,7.4,Aprobado,23269600,180
L-7445,2025-12-25,2025-12,COM-3GRA,Three Pack GranOLA,Combos,1833,1807,1.4,98.6,Tarde,Línea 3 · Cremas,True,5.6,Aprobado,77701000,312
L-7446,2025-12-25,2025-12,ESP-CRU,Crunchy Cocoa Hazelnut,Esparcibles,2182,2177,0.2,99.8,Tarde,Línea 2 · Molienda,True,1.4,Aprobado,43757700,297
