envio_id,pedido_id,fecha_pedido,fecha_entrega_prometida,fecha_entrega_real,dias_transito,pais_destino,ciudad_destino,transportadora,estado,entregado_a_tiempo,costo_envio_cop,valor_pedido_cop
ENV-106739,PED-106739,2025-11-29,2025-12-04,2025-12-04,5,Costa Rica,Heredia,EPS Cargo,Entregado,True,20190,31350
ENV-106740,PED-106740,2025-11-29,2025-12-02,2025-12-02,3,Colombia,Pereira,TCC,Entregado,True,10569,69300
ENV-106741,PED-106741,2025-11-29,2025-12-04,2025-12-04,5,Costa Rica,Cartago,Correos de Costa Rica,Entregado,True,23397,179800
ENV-106742,PED-106742,2025-11-29,2025-12-01,2025-12-01,2,Colombia,Medellín,TCC,Entregado,True,12084,48590
ENV-106743,PED-106743,2025-11-29,2025-12-03,2025-12-07,8,Colombia,Bogotá,Coordinadora,Entregado,False,9813,37950
ENV-106744,PED-106744,2025-11-29,2025-12-06,2025-12-06,7,Estados Unidos,Miami,USPS,Entregado,True,42881,37950
ENV-106745,PED-106745,2025-11-30,2025-12-02,2025-12-02,2,Colombia,Bucaramanga,Servientrega,Entregado,True,11216,135000
ENV-106746,PED-106746,2025-11-30,2025-12-03,2025-12-03,3,Colombia,Medellín,Coordinadora,Entregado,True,9185,31350
ENV-106747,PED-106747,2025-11-30,2025-12-05,2025-12-05,5,Costa Rica,Cartago,Correos de Costa Rica,Entregado,True,21332,135000
ENV-106748,PED-106748,2025-11-30,2025-12-06,2025-12-06,6,Costa Rica,Heredia,Correos de Costa Rica,Entregado,True,27074,113850
ENV-106749,PED-106749,2025-11-30,2025-12-03,2025-12-08,8,Colombia,Cali,Coordinadora,Entregado,False,10840,135000
ENV-106750,PED-106750,2025-11-30,2025-12-03,2025-12-03,3,Colombia,Bucaramanga,Coordinadora,Entregado,True,13419,57150
ENV-106751,PED-106751,2025-11-30,2025-12-03,2025-12-03,3,Colombia,Barranquilla,Coordinadora,Entregado,True,10235,134850
ENV-106752,PED-106752,2025-11-30,2025-12-04,2025-12-04,4,Costa Rica,Alajuela,EPS Cargo,Entregado,True,31633,98670
ENV-106753,PED-106753,2025-11-30,2025-12-07,2025-12-07,7,Estados Unidos,Orlando,USPS,Entregado,True,42147,62700
ENV-106754,PED-106754,2025-11-30,2025-12-06,2025-12-06,6,Costa Rica,Heredia,EPS Cargo,Entregado,True,20272,58905
ENV-106755,PED-106755,2025-11-30,2025-12-03,2025-12-03,3,Colombia,Cali,Servientrega,Entregado,True,14940,37950
ENV-106756,PED-106756,2025-11-30,2025-12-04,2025-12-04,4,Costa Rica,Cartago,EPS Cargo,Entregado,True,19935,88803
ENV-106757,PED-106757,2025-11-30,2025-12-05,2025-12-05,5,Costa Rica,San José,EPS Cargo,Entregado,True,27307,62700
ENV-106758,PED-106758,2025-11-30,2025-12-04,2025-12-07,7,Colombia,Barranquilla,TCC,Entregado,False,14868,145770
ENV-106759,PED-106759,2025-11-30,2025-12-05,2025-12-05,5,Costa Rica,Alajuela,EPS Cargo,Entregado,True,26070,35436
ENV-106760,PED-106760,2025-11-30,2025-12-06,2025-12-06,6,Costa Rica,Alajuela,Correos de Costa Rica,Entregado,True,18089,62700
ENV-106761,PED-106761,2025-11-30,2025-12-03,2025-12-03,3,Colombia,Medellín,Servientrega,Entregado,True,10802,48590
ENV-106762,PED-106762,2025-11-30,2025-12-06,2025-12-11,11,Estados Unidos,Miami,FedEx,Entregado,False,46451,37950
ENV-106763,PED-106763,2025-11-30,2025-12-03,2025-12-03,3,Colombia,Barranquilla,Coordinadora,Entregado,True,12123,97180
ENV-106764,PED-106764,2025-11-30,2025-12-04,2025-12-04,4,Costa Rica,Heredia,Correos de Costa Rica,Entregado,True,27518,31350
ENV-106765,PED-106765,2025-11-30,2025-12-02,2025-12-02,2,Colombia,Barranquilla,Coordinadora,Entregado,True,10450,98670
ENV-106766,PED-106766,2025-11-30,2025-12-04,2025-12-04,4,Colombia,Pereira,TCC,Entregado,True,12522,28215
ENV-106767,PED-106767,2025-11-30,2025-12-03,2025-12-03,3,Colombia,Medellín,TCC,Entregado,True,9973,145770
ENV-106768,PED-106768,2025-11-30,2025-12-02,2025-12-02,2,Colombia,Bogotá,TCC,Entregado,True,11826,135000
ENV-106769,PED-106769,2025-11-30,2025-12-04,2025-12-04,4,Colombia,Bucaramanga,Coordinadora,Entregado,True,14479,145770
ENV-106770,PED-106770,2025-11-30,2025-12-05,2025-12-05,5,Costa Rica,Cartago,Correos de Costa Rica,Entregado,True,26812,242730
ENV-106771,PED-106771,2025-11-30,2025-12-06,2025-12-08,8,Costa Rica,Cartago,EPS Cargo,Entregado,False,20511,48590
ENV-106772,PED-106772,2025-11-30,2025-12-03,2025-12-08,8,Colombia,Barranquilla,TCC,Entregado,False,13415,29782
ENV-106773,PED-106773,2025-11-30,2025-12-04,2025-12-04,4,Colombia,Bucaramanga,Servientrega,Entregado,True,9519,75900
ENV-106774,PED-106774,2025-11-30,2025-12-02,2025-12-02,2,Colombia,Cali,Coordinadora,Entregado,True,12294,37950
ENV-106775,PED-106775,2025-11-30,2025-12-07,2025-12-09,9,Estados Unidos,Houston,FedEx,Entregado,False,44655,190500
ENV-106776,PED-106776,2025-12-01,2025-12-07,2025-12-07,6,Estados Unidos,Orlando,FedEx,Entregado,True,46590,47600
ENV-106777,PED-106777,2025-12-01,2025-12-08,2025-12-08,7,Estados Unidos,Houston,FedEx,Entregado,True,33316,119900
ENV-106778,PED-106778,2025-12-01,2025-12-05,2025-12-05,4,Costa Rica,Cartago,EPS Cargo,Entregado,True,24088,46160
ENV-106779,PED-106779,2025-12-01,2025-12-04,2025-12-04,3,Colombia,Pereira,Servientrega,Entregado,True,12179,48590
ENV-106780,PED-106780,2025-12-01,2025-12-05,2025-12-05,4,Colombia,Bogotá,Servientrega,Entregado,True,13078,32890
ENV-106781,PED-106781,2025-12-01,2025-12-03,2025-12-06,5,Colombia,Medellín,Servientrega,Entregado,False,14047,145770
ENV-106782,PED-106782,2025-12-01,2025-12-05,2025-12-05,4,Costa Rica,Alajuela,Correos de Costa Rica,Entregado,True,29650,92321
ENV-106783,PED-106783,2025-12-01,2025-12-04,2025-12-04,3,Colombia,Pereira,Servientrega,Entregado,True,13684,251820
ENV-106784,PED-106784,2025-12-01,2025-12-04,2025-12-04,3,Colombia,Cali,Coordinadora,Entregado,True,15595,48590
ENV-106785,PED-106785,2025-12-01,2025-12-05,2025-12-05,4,Costa Rica,San José,EPS Cargo,Entregado,True,24642,48590
ENV-106786,PED-106786,2025-12-01,2025-12-04,2025-12-04,3,Colombia,Medellín,Coordinadora,Entregado,True,9347,113850
ENV-106787,PED-106787,2025-12-01,2025-12-05,2025-12-05,4,Costa Rica,Alajuela,EPS Cargo,Entregado,True,27831,28000
ENV-106788,PED-106788,2025-12-01,2025-12-04,2025-12-04,3,Colombia,Bucaramanga,TCC,Entregado,True,13158,75900
ENV-106789,PED-106789,2025-12-01,2025-12-05,2025-12-05,4,Costa Rica,Cartago,Correos de Costa Rica,Entregado,True,29109,83380
ENV-106790,PED-106790,2025-12-01,2025-12-05,2025-12-05,4,Colombia,Bogotá,Servientrega,Entregado,True,11509,145770
ENV-106791,PED-106791,2025-12-01,2025-12-04,2025-12-04,3,Colombia,Bucaramanga,TCC,Entregado,True,14659,359700
ENV-106792,PED-106792,2025-12-01,2025-12-05,2025-12-05,4,Colombia,Barranquilla,Coordinadora,Entregado,True,14043,134850
ENV-106793,PED-106793,2025-12-01,2025-12-05,2025-12-05,4,Colombia,Pereira,TCC,Entregado,True,15771,32890
ENV-106794,PED-106794,2025-12-01,2025-12-09,2025-12-09,8,Estados Unidos,Doral,USPS,Entregado,True,43978,76415
ENV-106795,PED-106795,2025-12-01,2025-12-03,2025-12-03,2,Colombia,Barranquilla,TCC,Entregado,True,13569,31350
ENV-106796,PED-106796,2025-12-01,2025-12-03,2025-12-03,2,Colombia,Bogotá,Coordinadora,Entregado,True,15542,113850
ENV-106797,PED-106797,2025-12-01,2025-12-05,2025-12-05,4,Colombia,Cali,Coordinadora,Entregado,True,14792,113850
ENV-106798,PED-106798,2025-12-01,2025-12-06,2025-12-06,5,Costa Rica,Cartago,EPS Cargo,Entregado,True,19644,83380
ENV-106799,PED-106799,2025-12-01,2025-12-07,2025-12-09,8,Estados Unidos,Houston,USPS,Entregado,False,44614,118816
ENV-106800,PED-106800,2025-12-01,2025-12-05,2025-12-05,4,Colombia,Bogotá,TCC,Entregado,True,15429,79800
ENV-106801,PED-106801,2025-12-01,2025-12-03,2025-12-03,2,Colombia,Bogotá,Coordinadora,Entregado,True,14960,46160
ENV-106802,PED-106802,2025-12-01,2025-12-08,2025-12-08,7,Estados Unidos,Miami,USPS,Entregado,True,36308,89900
ENV-106803,PED-106803,2025-12-01,2025-12-03,2025-12-03,2,Colombia,Cali,TCC,Entregado,True,13269,145770
ENV-106804,PED-106804,2025-12-01,2025-12-05,2025-12-05,4,Colombia,Bogotá,Servientrega,Entregado,True,11455,31350
ENV-106805,PED-106805,2025-12-01,2025-12-05,2025-12-05,4,Colombia,Medellín,Servientrega,Entregado,True,10631,46160
ENV-106806,PED-106806,2025-12-01,2025-12-04,2025-12-04,3,Colombia,Pereira,Coordinadora,Entregado,True,9180,239800
ENV-106807,PED-106807,2025-12-01,2025-12-04,2025-12-06,5,Colombia,Pereira,TCC,Entregado,False,10365,41690
ENV-106808,PED-106808,2025-12-01,2025-12-05,2025-12-05,4,Colombia,Medellín,Coordinadora,Entregado,True,13178,60325
ENV-106809,PED-106809,2025-12-01,2025-12-07,2025-12-07,6,Costa Rica,Alajuela,EPS Cargo,Entregado,True,19428,101830
ENV-106810,PED-106810,2025-12-01,2025-12-05,2025-12-05,4,Colombia,Medellín,Coordinadora,Entregado,True,11042,75900
ENV-106811,PED-106811,2025-12-01,2025-12-03,2025-12-03,2,Colombia,Medellín,TCC,Entregado,True,15264,229245
ENV-106812,PED-106812,2025-12-01,2025-12-03,2025-12-03,2,Colombia,Bogotá,TCC,Entregado,True,11921,98670
ENV-106813,PED-106813,2025-12-01,2025-12-05,2025-12-05,4,Colombia,Bogotá,Coordinadora,Entregado,True,14280,97180
ENV-106814,PED-106814,2025-12-01,2025-12-05,2025-12-05,4,Colombia,Barranquilla,Servientrega,Entregado,True,9373,41690
ENV-106815,PED-106815,2025-12-01,2025-12-08,2025-12-08,7,Estados Unidos,Miami,USPS,Entregado,True,43528,190500
ENV-106816,PED-106816,2025-12-01,2025-12-04,2025-12-04,3,Colombia,Bucaramanga,TCC,Entregado,True,12724,65780
ENV-106817,PED-106817,2025-12-01,2025-12-05,2025-12-05,4,Colombia,Bogotá,TCC,Entregado,True,12792,139900
ENV-106818,PED-106818,2025-12-01,2025-12-03,2025-12-03,2,Colombia,Barranquilla,Servientrega,Entregado,True,9981,145770
ENV-106819,PED-106819,2025-12-02,2025-12-06,2025-12-06,4,Costa Rica,San José,Correos de Costa Rica,Entregado,True,20965,45000
ENV-106820,PED-106820,2025-12-02,2025-12-05,2025-12-05,3,Colombia,Medellín,TCC,Entregado,True,14018,57150
ENV-106821,PED-106821,2025-12-02,2025-12-10,2025-12-11,9,Estados Unidos,Miami,FedEx,Entregado,False,42331,97180
ENV-106822,PED-106822,2025-12-02,2025-12-06,2025-12-11,9,Colombia,Bogotá,Servientrega,Entregado,False,10451,41690
ENV-106823,PED-106823,2025-12-02,2025-12-06,2025-12-06,4,Colombia,Barranquilla,TCC,Entregado,True,15974,46160
ENV-106824,PED-106824,2025-12-02,2025-12-10,2025-12-13,11,Estados Unidos,Doral,FedEx,Entregado,False,41763,98670
ENV-106825,PED-106825,2025-12-02,2025-12-05,2025-12-05,3,Colombia,Pereira,Servientrega,Entregado,True,13387,107910
ENV-106826,PED-106826,2025-12-02,2025-12-05,2025-12-09,7,Colombia,Bogotá,TCC,Entregado,False,13197,44950
ENV-106827,PED-106827,2025-12-02,2025-12-04,2025-12-04,2,Colombia,Cali,TCC,Entregado,True,13285,145770
ENV-106828,PED-106828,2025-12-02,2025-12-06,2025-12-06,4,Colombia,Medellín,Servientrega,Entregado,True,11769,68310
ENV-106829,PED-106829,2025-12-02,2025-12-08,2025-12-12,10,Estados Unidos,Orlando,USPS,Entregado,False,43842,145770
ENV-106830,PED-106830,2025-12-02,2025-12-06,2025-12-06,4,Colombia,Bogotá,Coordinadora,Entregado,True,12973,62700
ENV-106831,PED-106831,2025-12-02,2025-12-07,2025-12-07,5,Costa Rica,Alajuela,Correos de Costa Rica,Entregado,True,19132,44950
ENV-106832,PED-106832,2025-12-02,2025-12-06,2025-12-06,4,Colombia,Barranquilla,Servientrega,Entregado,True,13799,75900
ENV-106833,PED-106833,2025-12-02,2025-12-04,2025-12-04,2,Colombia,Cali,TCC,Entregado,True,12986,28000
ENV-106834,PED-106834,2025-12-02,2025-12-04,2025-12-04,2,Colombia,Bogotá,TCC,Entregado,True,11434,97180
ENV-106835,PED-106835,2025-12-02,2025-12-09,2025-12-09,7,Estados Unidos,Houston,USPS,Entregado,True,29156,152830
ENV-106836,PED-106836,2025-12-02,2025-12-06,2025-12-08,6,Colombia,Cali,TCC,Entregado,False,11056,419700
ENV-106837,PED-106837,2025-12-02,2025-12-05,2025-12-05,3,Colombia,Bogotá,Servientrega,Entregado,True,15834,37950
ENV-106838,PED-106838,2025-12-02,2025-12-06,2025-12-06,4,Colombia,Cali,TCC,Entregado,True,13665,53200
ENV-106839,PED-106839,2025-12-02,2025-12-04,2025-12-07,5,Colombia,Cali,TCC,Entregado,False,11004,89900
ENV-106840,PED-106840,2025-12-02,2025-12-06,2025-12-06,4,Colombia,Barranquilla,TCC,Entregado,True,11377,145770
ENV-106841,PED-106841,2025-12-02,2025-12-05,2025-12-05,3,Colombia,Barranquilla,TCC,Entregado,True,14010,89348
ENV-106842,PED-106842,2025-12-02,2025-12-09,2025-12-09,7,Estados Unidos,Houston,USPS,Entregado,True,46050,44950
ENV-106843,PED-106843,2025-12-02,2025-12-10,2025-12-10,8,Estados Unidos,Orlando,FedEx,Entregado,True,30143,63500
ENV-106844,PED-106844,2025-12-02,2025-12-09,2025-12-09,7,Estados Unidos,Orlando,FedEx,Entregado,True,38951,65780
ENV-106845,PED-106845,2025-12-02,2025-12-09,2025-12-11,9,Estados Unidos,Orlando,FedEx,Entregado,False,46995,265810
ENV-106846,PED-106846,2025-12-02,2025-12-06,2025-12-09,7,Costa Rica,San José,Correos de Costa Rica,Entregado,False,20590,134850
ENV-106847,PED-106847,2025-12-03,2025-12-06,2025-12-06,3,Colombia,Barranquilla,Servientrega,Entregado,True,10593,32890
ENV-106848,PED-106848,2025-12-03,2025-12-07,2025-12-07,4,Colombia,Bogotá,Servientrega,Entregado,True,10294,43731
ENV-106849,PED-106849,2025-12-03,2025-12-07,2025-12-07,4,Colombia,Pereira,Coordinadora,Entregado,True,14681,113850
ENV-106850,PED-106850,2025-12-03,2025-12-08,2025-12-08,5,Costa Rica,San José,EPS Cargo,Entregado,True,25734,145770
ENV-106851,PED-106851,2025-12-03,2025-12-05,2025-12-05,2,Colombia,Bucaramanga,Coordinadora,Entregado,True,11756,83380
ENV-106852,PED-106852,2025-12-03,2025-12-05,2025-12-05,2,Colombia,Pereira,TCC,Entregado,True,14434,119800
ENV-106853,PED-106853,2025-12-03,2025-12-06,2025-12-06,3,Colombia,Cali,Coordinadora,Entregado,True,13446,84000
ENV-106854,PED-106854,2025-12-03,2025-12-07,2025-12-07,4,Colombia,Medellín,Coordinadora,Entregado,True,10392,419700
ENV-106855,PED-106855,2025-12-03,2025-12-05,2025-12-05,2,Colombia,Medellín,TCC,Entregado,True,14103,53200
ENV-106856,PED-106856,2025-12-03,2025-12-07,2025-12-07,4,Colombia,Cali,Servientrega,Entregado,True,10426,279800
ENV-106857,PED-106857,2025-12-03,2025-12-08,2025-12-08,5,Costa Rica,San José,EPS Cargo,Entregado,True,25101,90000
ENV-106858,PED-106858,2025-12-03,2025-12-10,2025-12-10,7,Estados Unidos,Orlando,USPS,Entregado,True,47204,59900
ENV-106859,PED-106859,2025-12-03,2025-12-06,2025-12-06,3,Colombia,Bogotá,Servientrega,Entregado,True,11171,59565
ENV-106860,PED-106860,2025-12-03,2025-12-07,2025-12-07,4,Colombia,Bogotá,Coordinadora,Entregado,True,9505,48590
ENV-106861,PED-106861,2025-12-03,2025-12-06,2025-12-06,3,Colombia,Medellín,TCC,Entregado,True,12353,48590
ENV-106862,PED-106862,2025-12-03,2025-12-07,2025-12-07,4,Colombia,Pereira,TCC,Entregado,True,13591,107950
ENV-106863,PED-106863,2025-12-03,2025-12-07,2025-12-07,4,Colombia,Bucaramanga,Coordinadora,Entregado,True,10686,113850
ENV-106864,PED-106864,2025-12-03,2025-12-07,2025-12-07,4,Colombia,Pereira,TCC,Entregado,True,10079,94050
ENV-106865,PED-106865,2025-12-03,2025-12-11,2025-12-11,8,Estados Unidos,Doral,FedEx,Entregado,True,39570,71400
ENV-106866,PED-106866,2025-12-03,2025-12-09,2025-12-09,6,Costa Rica,San José,Correos de Costa Rica,Entregado,True,27253,46160
ENV-106867,PED-106867,2025-12-03,2025-12-09,2025-12-09,6,Costa Rica,Cartago,Correos de Costa Rica,Entregado,True,27281,32890
ENV-106868,PED-106868,2025-12-03,2025-12-06,2025-12-06,3,Colombia,Bogotá,TCC,Entregado,True,11967,48590
ENV-106869,PED-106869,2025-12-03,2025-12-07,2025-12-07,4,Colombia,Cali,Servientrega,Entregado,True,13386,419700
ENV-106870,PED-106870,2025-12-03,2025-12-07,2025-12-07,4,Costa Rica,Heredia,EPS Cargo,Entregado,True,29883,84000
ENV-106871,PED-106871,2025-12-03,2025-12-08,2025-12-08,5,Costa Rica,San José,EPS Cargo,Entregado,True,27573,82603
ENV-106872,PED-106872,2025-12-03,2025-12-09,2025-12-09,6,Estados Unidos,Orlando,USPS,Entregado,True,40519,37950
ENV-106873,PED-106873,2025-12-03,2025-12-07,2025-12-07,4,Colombia,Bucaramanga,TCC,Entregado,True,13565,97180
ENV-106874,PED-106874,2025-12-03,2025-12-05,2025-12-05,2,Colombia,Medellín,Servientrega,Entregado,True,13490,145770
ENV-106875,PED-106875,2025-12-04,2025-12-08,2025-12-08,4,Costa Rica,Heredia,EPS Cargo,Entregado,True,27419,75900
ENV-106876,PED-106876,2025-12-04,2025-12-06,2025-12-06,2,Colombia,Cali,TCC,Entregado,True,12768,48590
ENV-106877,PED-106877,2025-12-04,2025-12-08,2025-12-08,4,Colombia,Bogotá,TCC,Entregado,True,10566,134850
ENV-106878,PED-106878,2025-12-04,2025-12-08,2025-12-08,4,Costa Rica,Cartago,EPS Cargo,Entregado,True,27155,179700
ENV-106879,PED-106879,2025-12-04,2025-12-06,2025-12-06,2,Colombia,Barranquilla,Coordinadora,Entregado,True,10614,56430
ENV-106880,PED-106880,2025-12-04,2025-12-06,2025-12-06,2,Colombia,Bogotá,Coordinadora,Entregado,True,11454,32890
ENV-106881,PED-106881,2025-12-04,2025-12-06,2025-12-06,2,Colombia,Cali,Coordinadora,Entregado,True,15033,37950
ENV-106882,PED-106882,2025-12-04,2025-12-07,2025-12-07,3,Colombia,Cali,Coordinadora,Entregado,True,15826,98670
ENV-106883,PED-106883,2025-12-04,2025-12-07,2025-12-07,3,Colombia,Cali,Servientrega,Entregado,True,9605,28000
ENV-106884,PED-106884,2025-12-04,2025-12-12,2025-12-12,8,Estados Unidos,Miami,USPS,Entregado,True,42396,83380
ENV-106885,PED-106885,2025-12-04,2025-12-06,2025-12-06,2,Colombia,Bucaramanga,TCC,Entregado,True,14325,84645
ENV-106886,PED-106886,2025-12-04,2025-12-07,2025-12-07,3,Colombia,Barranquilla,Servientrega,Entregado,True,12185,34650
ENV-106887,PED-106887,2025-12-04,2025-12-06,2025-12-06,2,Colombia,Bucaramanga,Servientrega,Entregado,True,11660,72105
ENV-106888,PED-106888,2025-12-04,2025-12-07,2025-12-07,3,Colombia,Medellín,Coordinadora,Entregado,True,15148,69300
ENV-106889,PED-106889,2025-12-04,2025-12-06,2025-12-06,2,Colombia,Pereira,TCC,Entregado,True,13004,32890
ENV-106890,PED-106890,2025-12-04,2025-12-06,2025-12-06,2,Colombia,Medellín,Coordinadora,Entregado,True,12536,41690
ENV-106891,PED-106891,2025-12-04,2025-12-08,2025-12-08,4,Colombia,Bogotá,Coordinadora,Entregado,True,15384,37950
ENV-106892,PED-106892,2025-12-04,2025-12-07,2025-12-07,3,Colombia,Bogotá,Servientrega,Entregado,True,12941,398715
ENV-106893,PED-106893,2025-12-04,2025-12-06,2025-12-10,6,Colombia,Bogotá,Servientrega,Entregado,False,14501,127000
ENV-106894,PED-106894,2025-12-04,2025-12-10,2025-12-10,6,Costa Rica,Heredia,Correos de Costa Rica,Entregado,True,21215,98670
ENV-106895,PED-106895,2025-12-04,2025-12-07,2025-12-07,3,Colombia,Bogotá,Servientrega,Entregado,True,10455,41690
ENV-106896,PED-106896,2025-12-04,2025-12-10,2025-12-10,6,Costa Rica,Heredia,EPS Cargo,Entregado,True,20486,113850
ENV-106897,PED-106897,2025-12-04,2025-12-08,2025-12-08,4,Costa Rica,Alajuela,EPS Cargo,Entregado,True,20826,101830
ENV-106898,PED-106898,2025-12-04,2025-12-10,2025-12-10,6,Costa Rica,Alajuela,EPS Cargo,Entregado,True,21784,62491
ENV-106899,PED-106899,2025-12-05,2025-12-12,2025-12-16,11,Estados Unidos,Doral,USPS,Entregado,False,31767,89348
ENV-106900,PED-106900,2025-12-05,2025-12-11,2025-12-11,6,Costa Rica,Cartago,EPS Cargo,Entregado,True,24635,75900
ENV-106901,PED-106901,2025-12-05,2025-12-09,2025-12-09,4,Colombia,Bogotá,Servientrega,Entregado,True,13058,75900
ENV-106902,PED-106902,2025-12-05,2025-12-07,2025-12-07,2,Colombia,Pereira,Coordinadora,Entregado,True,15684,37950
ENV-106903,PED-106903,2025-12-05,2025-12-09,2025-12-09,4,Colombia,Cali,Servientrega,Entregado,True,14215,83380
ENV-106904,PED-106904,2025-12-05,2025-12-09,2025-12-09,4,Costa Rica,Heredia,Correos de Costa Rica,Entregado,True,25100,59900
ENV-106905,PED-106905,2025-12-05,2025-12-09,2025-12-09,4,Costa Rica,Alajuela,Correos de Costa Rica,Entregado,True,25430,145770
ENV-106906,PED-106906,2025-12-05,2025-12-07,2025-12-07,2,Colombia,Barranquilla,Servientrega,Entregado,True,15784,98670
ENV-106907,PED-106907,2025-12-05,2025-12-09,2025-12-09,4,Colombia,Pereira,Servientrega,Entregado,True,12579,145770
ENV-106908,PED-106908,2025-12-05,2025-12-09,2025-12-09,4,Colombia,Pereira,TCC,Entregado,True,14602,59202
ENV-106909,PED-106909,2025-12-05,2025-12-10,2025-12-10,5,Costa Rica,Alajuela,EPS Cargo,Entregado,True,23971,127000
ENV-106910,PED-106910,2025-12-05,2025-12-08,2025-12-08,3,Colombia,Barranquilla,TCC,Entregado,True,15050,125070
ENV-106911,PED-106911,2025-12-05,2025-12-11,2025-12-11,6,Estados Unidos,Miami,FedEx,Entregado,True,44689,103950
ENV-106912,PED-106912,2025-12-05,2025-12-07,2025-12-07,2,Colombia,Bogotá,Coordinadora,Entregado,True,13653,135000
ENV-106913,PED-106913,2025-12-05,2025-12-07,2025-12-07,2,Colombia,Bucaramanga,Coordinadora,Entregado,True,15323,103950
ENV-106914,PED-106914,2025-12-05,2025-12-11,2025-12-11,6,Costa Rica,San José,Correos de Costa Rica,Entregado,True,20319,145770
ENV-106915,PED-106915,2025-12-05,2025-12-11,2025-12-13,8,Costa Rica,Cartago,EPS Cargo,Entregado,False,25029,32890
ENV-106916,PED-106916,2025-12-05,2025-12-07,2025-12-07,2,Colombia,Pereira,Servientrega,Entregado,True,15684,28215
ENV-106917,PED-106917,2025-12-05,2025-12-07,2025-12-08,3,Colombia,Pereira,Servientrega,Entregado,False,12772,44950
ENV-106918,PED-106918,2025-12-05,2025-12-09,2025-12-09,4,Colombia,Bogotá,TCC,Entregado,True,13006,135000
ENV-106919,PED-106919,2025-12-05,2025-12-08,2025-12-08,3,Colombia,Medellín,TCC,Entregado,True,10623,56430
ENV-106920,PED-106920,2025-12-05,2025-12-07,2025-12-07,2,Colombia,Bucaramanga,Coordinadora,Entregado,True,10072,48590
ENV-106921,PED-106921,2025-12-05,2025-12-08,2025-12-08,3,Colombia,Medellín,TCC,Entregado,True,10527,41690
ENV-106922,PED-106922,2025-12-05,2025-12-07,2025-12-10,5,Colombia,Pereira,TCC,Entregado,False,10180,113850
ENV-106923,PED-106923,2025-12-05,2025-12-07,2025-12-07,2,Colombia,Barranquilla,Coordinadora,Entregado,True,12067,97180
ENV-106924,PED-106924,2025-12-06,2025-12-08,2025-12-08,2,Colombia,Bogotá,Servientrega,Entregado,True,9520,83380
ENV-106925,PED-106925,2025-12-06,2025-12-09,2025-12-09,3,Colombia,Barranquilla,Coordinadora,Entregado,True,9315,107950
ENV-106926,PED-106926,2025-12-06,2025-12-12,2025-12-12,6,Costa Rica,San José,Correos de Costa Rica,Entregado,True,27616,106310
ENV-106927,PED-106927,2025-12-06,2025-12-08,2025-12-08,2,Colombia,Pereira,Coordinadora,Entregado,True,9828,55913
ENV-106928,PED-106928,2025-12-06,2025-12-12,2025-12-16,10,Costa Rica,San José,Correos de Costa Rica,Entregado,False,30111,83380
ENV-106929,PED-106929,2025-12-06,2025-12-10,2025-12-10,4,Colombia,Barranquilla,Coordinadora,Entregado,True,9151,37950
ENV-106930,PED-106930,2025-12-06,2025-12-12,2025-12-12,6,Costa Rica,San José,EPS Cargo,Entregado,True,20335,113850
ENV-106931,PED-106931,2025-12-06,2025-12-09,2025-12-09,3,Colombia,Pereira,Servientrega,Entregado,True,15507,112563
ENV-106932,PED-106932,2025-12-06,2025-12-13,2025-12-13,7,Estados Unidos,Orlando,FedEx,Entregado,True,42223,113850
ENV-106933,PED-106933,2025-12-06,2025-12-08,2025-12-08,2,Colombia,Pereira,Coordinadora,Entregado,True,11472,145770
ENV-106934,PED-106934,2025-12-06,2025-12-08,2025-12-08,2,Colombia,Cali,TCC,Entregado,True,10862,279800
ENV-106935,PED-106935,2025-12-06,2025-12-09,2025-12-09,3,Colombia,Pereira,Coordinadora,Entregado,True,11530,119800
ENV-106936,PED-106936,2025-12-06,2025-12-09,2025-12-09,3,Colombia,Bogotá,TCC,Entregado,True,12184,170715
ENV-106937,PED-106937,2025-12-06,2025-12-09,2025-12-09,3,Colombia,Pereira,Coordinadora,Entregado,True,15070,89900
ENV-106938,PED-106938,2025-12-06,2025-12-10,2025-12-10,4,Colombia,Pereira,TCC,Entregado,True,14044,190500
ENV-106939,PED-106939,2025-12-06,2025-12-12,2025-12-12,6,Estados Unidos,Miami,USPS,Entregado,True,41768,81000
ENV-106940,PED-106940,2025-12-06,2025-12-09,2025-12-09,3,Colombia,Barranquilla,Servientrega,Entregado,True,14807,72105
ENV-106941,PED-106941,2025-12-06,2025-12-09,2025-12-09,3,Colombia,Cali,TCC,Entregado,True,10720,84000
ENV-106942,PED-106942,2025-12-06,2025-12-09,2025-12-09,3,Colombia,Bogotá,TCC,Entregado,True,14072,269700
ENV-106943,PED-106943,2025-12-06,2025-12-09,2025-12-09,3,Colombia,Medellín,TCC,Entregado,True,9576,87462
ENV-106944,PED-106944,2025-12-06,2025-12-08,2025-12-08,2,Colombia,Bucaramanga,Coordinadora,Entregado,True,15966,48590
ENV-106945,PED-106945,2025-12-06,2025-12-11,2025-12-11,5,Costa Rica,Cartago,Correos de Costa Rica,Entregado,True,18428,190500
ENV-106946,PED-106946,2025-12-06,2025-12-12,2025-12-12,6,Costa Rica,Cartago,EPS Cargo,Entregado,True,22413,41690
ENV-106947,PED-106947,2025-12-07,2025-12-12,2025-12-12,5,Costa Rica,Alajuela,EPS Cargo,Entregado,True,20775,48590
